   mDM      Log[10,x]   eL          eR          e           \[Mu]L     \[Mu]R     \[Mu]      \[Tau]L    \[Tau]R    \[Tau]     q           c           b           t           WL          WT          W           ZL          ZT          Z           g           \[Gamma]   h           \[Nu]e     \[Nu]\[Mu]   \[Nu]\[Tau]   V->e       V->\[Mu]   V->\[Tau]
   5        -8.4        0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000    0.000000    0.000000    0           0           0           0           0           0           0           0.000000    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -8.35       0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000    0.000000    0.000000    0           0           0           0           0           0           0           0.000000    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -8.3        0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000    0.000000    0.000000    0           0           0           0           0           0           0           0.000000    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -8.25       0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000    0.000000    0.000000    0           0           0           0           0           0           0           0.000000    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -8.2        0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000    0.000000    0.000000    0           0           0           0           0           0           0           0.000000    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -8.15       0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000    0.000000    0.000000    0           0           0           0           0           0           0           0.000000    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -8.1        0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000    0.000000    0.000000    0           0           0           0           0           0           0           0.000000    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -8.05       0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000    0.000000    0.000000    0           0           0           0           0           0           0           0.000000    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -8.         0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000    0.000000    0.000000    0           0           0           0           0           0           0           0.000000    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -7.95       0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000    0.000000    0.000000    0           0           0           0           0           0           0           0.000000    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -7.9        0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000    0.000000    0.000000    0           0           0           0           0           0           0           0.000000    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -7.85       0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000    0.000001    0.000000    0           0           0           0           0           0           0           0.000000    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -7.8        0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000    0.000001    0.000000    0           0           0           0           0           0           0           0.000000    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -7.75       0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000001    0.000001    0.000000    0           0           0           0           0           0           0           0.000000    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -7.7        0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000001    0.000002    0.000000    0           0           0           0           0           0           0           0.000002    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -7.65       0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000002    0.000001    0.000000    0           0           0           0           0           0           0           0.000003    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -7.6        0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000002    0.000002    0.000000    0           0           0           0           0           0           0           0.000003    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -7.55       0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000002    0.000003    0.000000    0           0           0           0           0           0           0           0.000003    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -7.5        0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000002    0.000004    0.000000    0           0           0           0           0           0           0           0.000003    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -7.45       0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000003    0.000004    0.000000    0           0           0           0           0           0           0           0.000003    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -7.4        0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000004    0.000005    0.000000    0           0           0           0           0           0           0           0.000003    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -7.35       0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000005    0.000005    0.000000    0           0           0           0           0           0           0           0.000004    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -7.3        0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000005    0.000005    0.000000    0           0           0           0           0           0           0           0.000005    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -7.25       0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000007    0.000006    0.000000    0           0           0           0           0           0           0           0.000006    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -7.2        0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000009    0.000007    0.000000    0           0           0           0           0           0           0           0.000007    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -7.15       0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000011    0.000010    0.000000    0           0           0           0           0           0           0           0.000008    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -7.1        0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000012    0.000014    0.000000    0           0           0           0           0           0           0           0.000012    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -7.05       0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000014    0.000014    0.000000    0           0           0           0           0           0           0           0.000015    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -7.         0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000016    0.000017    0.000000    0           0           0           0           0           0           0           0.000017    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -6.95       0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000020    0.000022    0.000000    0           0           0           0           0           0           0           0.000019    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -6.9        0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000023    0.000025    0.000000    0           0           0           0           0           0           0           0.000024    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -6.85       0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000027    0.000026    0.000000    0           0           0           0           0           0           0           0.000030    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -6.8        0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000034    0.000030    0.000000    0           0           0           0           0           0           0           0.000035    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -6.75       0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000038    0.000035    0.000000    0           0           0           0           0           0           0           0.000041    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -6.7        0.000000    0.000000    0.000000    0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000045    0.000044    0.000000    0           0           0           0           0           0           0           0.000049    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -6.65       0.000000    0.000000    0.000000    0.000000   0.000001   0.000000   0.000000   0.000000   0.000000   0.000052    0.000055    0.000000    0           0           0           0           0           0           0           0.000058    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -6.6        0.000000    0.000000    0.000000    0.000000   0.000001   0.000000   0.000000   0.000000   0.000000   0.000059    0.000065    0.000000    0           0           0           0           0           0           0           0.000067    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -6.55       0.000000    0.000000    0.000000    0.000000   0.000001   0.000001   0.000000   0.000000   0.000000   0.000068    0.000075    0.000000    0           0           0           0           0           0           0           0.000077    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -6.5        0.000000    0.000000    0.000000    0.000000   0.000001   0.000001   0.000000   0.000000   0.000000   0.000082    0.000093    0.000000    0           0           0           0           0           0           0           0.000087    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -6.45       0.000000    0.000000    0.000000    0.000001   0.000002   0.000001   0.000000   0.000000   0.000000   0.000104    0.000112    0.000000    0           0           0           0           0           0           0           0.000103    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -6.4        0.000000    0.000000    0.000000    0.000001   0.000002   0.000002   0.000000   0.000000   0.000000   0.000123    0.000128    0.000000    0           0           0           0           0           0           0           0.000122    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -6.35       0.000000    0.000000    0.000000    0.000001   0.000002   0.000002   0.000000   0.000000   0.000000   0.000146    0.000149    0.000000    0           0           0           0           0           0           0           0.000149    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -6.3        0.000000    0.000000    0.000000    0.000002   0.000002   0.000002   0.000000   0.000000   0.000000   0.000175    0.000181    0.000000    0           0           0           0           0           0           0           0.000182    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -6.25       0.000000    0.000000    0.000000    0.000002   0.000003   0.000002   0.000000   0.000000   0.000000   0.000208    0.000226    0.000000    0           0           0           0           0           0           0           0.000219    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -6.2        0.000000    0.000000    0.000000    0.000002   0.000003   0.000002   0.000000   0.000000   0.000000   0.000243    0.000275    0.000000    0           0           0           0           0           0           0           0.000260    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -6.15       0.000000    0.000000    0.000000    0.000002   0.000003   0.000003   0.000000   0.000000   0.000000   0.000294    0.000317    0.000000    0           0           0           0           0           0           0           0.000306    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -6.1        0.000000    0.000000    0.000000    0.000002   0.000004   0.000003   0.000000   0.000000   0.000000   0.000347    0.000375    0.000000    0           0           0           0           0           0           0           0.000376    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -6.05       0.000000    0.000000    0.000000    0.000003   0.000004   0.000003   0.000000   0.000000   0.000000   0.000406    0.000448    0.000000    0           0           0           0           0           0           0           0.000457    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -6.         0.000000    0.000000    0.000000    0.000003   0.000005   0.000004   0.000000   0.000000   0.000000   0.000476    0.000535    0.000000    0           0           0           0           0           0           0           0.000548    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -5.95       0.000000    0.000000    0.000000    0.000003   0.000005   0.000004   0.000000   0.000000   0.000000   0.000562    0.000645    0.000000    0           0           0           0           0           0           0           0.000650    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -5.9        0.000000    0.000000    0.000000    0.000004   0.000006   0.000005   0.000000   0.000000   0.000000   0.000674    0.000782    0.000000    0           0           0           0           0           0           0           0.000762    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -5.85       0.000000    0.000000    0.000000    0.000004   0.000007   0.000005   0.000000   0.000000   0.000000   0.000817    0.000908    0.000000    0           0           0           0           0           0           0           0.000901    0.000000   0           0.000000   0.000000     0.000000      0          0          0
   5        -5.8        0.000000    0.000000    0.000000    0.000005   0.000007   0.000006   0.000000   0.000000   0.000000   0.000961    0.001047    0.000000    0           0           0           0           0           0           0           0.001060    0.000002   0           0.000000   0.000000     0.000000      0          0          0
   5        -5.75       0.000000    0.000000    0.000000    0.000005   0.000008   0.000007   0.000000   0.000000   0.000000   0.001136    0.001230    0.000000    0           0           0           0           0           0           0           0.001247    0.000002   0           0.000000   0.000000     0.000000      0          0          0
   5        -5.7        0.000000    0.000000    0.000000    0.000006   0.000009   0.000008   0.000000   0.000000   0.000000   0.001352    0.001466    0.000000    0           0           0           0           0           0           0           0.001478    0.000002   0           0.000000   0.000000     0.000000      0          0          0
   5        -5.65       0.000000    0.000000    0.000000    0.000007   0.000010   0.000009   0.000000   0.000000   0.000000   0.001603    0.001749    0.000000    0           0           0           0           0           0           0           0.001756    0.000002   0           0.000000   0.000000     0.000000      0          0          0
   5        -5.6        0.000000    0.000000    0.000000    0.000008   0.000012   0.000010   0.000001   0.000001   0.000001   0.001881    0.002076    0.000000    0           0           0           0           0           0           0           0.002078    0.000003   0           0.000000   0.000000     0.000000      0          0          0
   5        -5.55       0.000000    0.000000    0.000000    0.000009   0.000013   0.000011   0.000003   0.000003   0.000003   0.002214    0.002486    0.000000    0           0           0           0           0           0           0           0.002446    0.000003   0           0.000000   0.000000     0.000000      0          0          0
   5        -5.5        0.000000    0.000000    0.000000    0.000010   0.000015   0.000012   0.000003   0.000003   0.000003   0.002630    0.002946    0.000000    0           0           0           0           0           0           0           0.002928    0.000003   0           0.000000   0.000000     0.000000      0          0          0
   5        -5.45       0.000000    0.000000    0.000000    0.000011   0.000016   0.000014   0.000002   0.000002   0.000002   0.003141    0.003449    0.000000    0           0           0           0           0           0           0           0.003477    0.000004   0           0.000000   0.000000     0.000000      0          0          0
   5        -5.4        0.000000    0.000000    0.000000    0.000012   0.000018   0.000015   0.000002   0.000002   0.000002   0.003734    0.004053    0.000000    0           0           0           0           0           0           0           0.004091    0.000005   0           0.000000   0.000000     0.000000      0          0          0
   5        -5.35       0.000000    0.000000    0.000000    0.000014   0.000021   0.000017   0.000002   0.000002   0.000002   0.004416    0.004783    0.000000    0           0           0           0           0           0           0           0.004802    0.000006   0           0.000000   0.000000     0.000000      0          0          0
   5        -5.3        0.000000    0.000000    0.000000    0.000015   0.000023   0.000019   0.000004   0.000004   0.000004   0.005213    0.005653    0.000000    0           0           0           0           0           0           0           0.005664    0.000006   0           0.000000   0.000000     0.000000      0          0          0
   5        -5.25       0.000000    0.000000    0.000000    0.000017   0.000026   0.000022   0.000006   0.000006   0.000006   0.006125    0.006715    0.000000    0           0           0           0           0           0           0           0.006710    0.000009   0           0.000000   0.000000     0.000000      0          0          0
   5        -5.2        0.000000    0.000000    0.000000    0.000019   0.000029   0.000024   0.000007   0.000007   0.000007   0.007224    0.007959    0.000000    0           0           0           0           0           0           0           0.007931    0.000012   0           0.000000   0.000000     0.000000      0          0          0
   5        -5.15       0.000000    0.000000    0.000000    0.000022   0.000033   0.000027   0.000007   0.000007   0.000007   0.008500    0.009438    0.000000    0           0           0           0           0           0           0           0.009380    0.000013   0           0.000000   0.000000     0.000000      0          0          0
   5        -5.1        0.000000    0.000000    0.000000    0.000024   0.000037   0.000030   0.000008   0.000008   0.000008   0.009987    0.011107    0.000000    0           0           0           0           0           0           0           0.010995    0.000015   0           0.000000   0.000000     0.000000      0          0          0
   5        -5.05       0.000001    0.000001    0.000001    0.000027   0.000041   0.000034   0.000008   0.000008   0.000008   0.011745    0.013017    0.000000    0           0           0           0           0           0           0           0.012865    0.000019   0           0.000000   0.000000     0.000000      0          0          0
   5        -5.         0.000001    0.000001    0.000001    0.000031   0.000046   0.000038   0.000008   0.000008   0.000008   0.013849    0.015278    0.000000    0           0           0           0           0           0           0           0.015147    0.000023   0           0.000000   0.000000     0.000000      0.000026   0.000231   0.001331
   5        -4.95       0.000002    0.000002    0.000002    0.000034   0.000052   0.000043   0.000010   0.000010   0.000010   0.016364    0.017922    0.000000    0           0           0           0           0           0           0           0.017837    0.000024   0           0.000000   0.000000     0.000000      0.000042   0.000317   0.001543
   5        -4.9        0.000001    0.000001    0.000001    0.000039   0.000058   0.000048   0.000012   0.000012   0.000012   0.019141    0.020977    0.000000    0           0           0           0           0           0           0           0.020947    0.000030   0           0.000000   0.000000     0.000000      0.000056   0.000406   0.001819
   5        -4.85       0.000001    0.000001    0.000001    0.000043   0.000065   0.000054   0.000015   0.000015   0.000015   0.022308    0.024492    0.000000    0           0           0           0           0           0           0           0.024551    0.000037   0           0.000000   0.000000     0.000000      0.000067   0.000490   0.002161
   5        -4.8        0.000001    0.000001    0.000001    0.000049   0.000073   0.000061   0.000019   0.000019   0.000019   0.025968    0.028611    0.000000    0           0           0           0           0           0           0           0.028694    0.000042   0           0.000000   0.000000     0.000000      0.000075   0.000570   0.002568
   5        -4.75       0.000001    0.000001    0.000001    0.000055   0.000082   0.000068   0.000026   0.000026   0.000026   0.030193    0.033399    0.000000    0           0           0           0           0           0           0           0.033408    0.000047   0           0.000000   0.000000     0.000000      0.000081   0.000647   0.003039
   5        -4.7        0.000002    0.000002    0.000002    0.000061   0.000092   0.000077   0.000035   0.000035   0.000035   0.035031    0.038832    0.000000    0           0           0           0           0           0           0           0.038748    0.000054   0           0.000000   0.000000     0.000000      0.000086   0.000722   0.003569
   5        -4.65       0.000003    0.000003    0.000003    0.000069   0.000103   0.000086   0.000042   0.000042   0.000042   0.040523    0.044838    0.000000    0           0           0           0           0           0           0           0.044860    0.000065   0           0.000000   0.000000     0.000000      0.000091   0.000799   0.004153
   5        -4.6        0.000004    0.000004    0.000004    0.000077   0.000116   0.000096   0.000054   0.000054   0.000054   0.046630    0.051606    0.000000    0           0           0           0           0           0           0           0.051622    0.000072   0           0.000000   0.000000     0.000000      0.000098   0.000881   0.004789
   5        -4.55       0.000004    0.000004    0.000004    0.000087   0.000130   0.000108   0.000058   0.000058   0.000058   0.053570    0.059300    0.000000    0           0           0           0           0           0           0           0.059220    0.000085   0           0.000000   0.000000     0.000000      0.000108   0.000971   0.005471
   5        -4.5        0.000004    0.000004    0.000004    0.000097   0.000146   0.000121   0.000066   0.000066   0.000066   0.061299    0.067859    0.000000    0           0           0           0           0           0           0           0.067711    0.000102   0           0.000000   0.000000     0.000000      0.000121   0.001073   0.006199
   5        -4.45       0.000005    0.000005    0.000005    0.000109   0.000163   0.000136   0.000080   0.000080   0.000080   0.069732    0.077297    0.000000    0           0           0           0           0           0           0           0.077147    0.000119   0           0.000000   0.000000     0.000000      0.000139   0.001189   0.006977
   5        -4.4        0.000006    0.000006    0.000006    0.000122   0.000183   0.000153   0.000095   0.000095   0.000095   0.078785    0.087608    0.000000    0           0           0           0           0           0           0           0.087472    0.000133   0           0.000000   0.000000     0.000000      0.000161   0.001324   0.007808
   5        -4.35       0.000008    0.000008    0.000008    0.000137   0.000206   0.000171   0.000121   0.000121   0.000121   0.088457    0.098551    0.000000    0           0           0           0           0           0           0           0.098345    0.000145   0           0.000000   0.000000     0.000000      0.000190   0.001480   0.008702
   5        -4.3        0.000010    0.000010    0.000010    0.000154   0.000231   0.000192   0.000154   0.000154   0.000154   0.098498    0.110048    0.000000    0           0           0           0           0           0           0           0.109805    0.000165   0           0.000000   0.000000     0.000000      0.000226   0.001661   0.009672
   5        -4.25       0.000012    0.000012    0.000012    0.000173   0.000259   0.000216   0.000186   0.000186   0.000186   0.108995    0.122022    0.000000    0           0           0           0           0           0           0           0.121830    0.000184   0           0.000000   0.000000     0.000000      0.000270   0.001870   0.010735
   5        -4.2        0.000014    0.000014    0.000014    0.000194   0.000291   0.000242   0.000219   0.000219   0.000219   0.119612    0.134047    0.000000    0           0           0           0           0           0           0           0.133986    0.000203   0           0.000000   0.000000     0.000000      0.000324   0.002112   0.011912
   5        -4.15       0.000015    0.000015    0.000015    0.000217   0.000326   0.000272   0.000257   0.000257   0.000257   0.129908    0.145944    0.000000    0           0           0           0           0           0           0           0.145992    0.000220   0           0.000000   0.000000     0.000000      0.000388   0.002389   0.013225
   5        -4.1        0.000015    0.000015    0.000015    0.000244   0.000366   0.000305   0.000310   0.000310   0.000310   0.139466    0.157546    0.000000    0           0           0           0           0           0           0           0.157594    0.000234   0           0.000000   0.000000     0.000000      0.000462   0.002706   0.014704
   5        -4.05       0.000019    0.000019    0.000019    0.000274   0.000410   0.000342   0.000388   0.000388   0.000388   0.148071    0.168292    0.000000    0           0           0           0           0           0           0           0.168322    0.000249   0           0.000000   0.000000     0.000000      0.000547   0.003067   0.016379
   5        -4.         0.000021    0.000021    0.000021    0.000307   0.000461   0.000384   0.000480   0.000480   0.000480   0.155010    0.177453    0.000000    0           0           0           0           0           0           0           0.177176    0.000263   0           0.000000   0.000000     0.000000      0.000641   0.003475   0.018285
   5        -3.95       0.000024    0.000024    0.000024    0.000344   0.000517   0.000431   0.000598   0.000598   0.000598   0.160066    0.184811    0.000000    0           0           0           0           0           0           0           0.184374    0.000281   0           0.000000   0.000000     0.000000      0.000743   0.003937   0.020463
   5        -3.9        0.000028    0.000028    0.000028    0.000387   0.000580   0.000483   0.000745   0.000745   0.000745   0.163075    0.189851    0.000000    0           0           0           0           0           0           0           0.189670    0.000296   0           0.000000   0.000000     0.000000      0.000852   0.004455   0.022955
   5        -3.85       0.000032    0.000032    0.000032    0.000434   0.000650   0.000542   0.000926   0.000926   0.000926   0.163997    0.192530    0.000000    0           0           0           0           0           0           0           0.192824    0.000314   0           0.000000   0.000000     0.000000      0.000967   0.005037   0.025806
   5        -3.8        0.000038    0.000038    0.000038    0.000487   0.000730   0.000608   0.001144   0.001144   0.001144   0.162719    0.192973    0.000000    0           0           0           0           0           0           0           0.193510    0.000335   0           0.000000   0.000000     0.000000      0.001086   0.005687   0.029070
   5        -3.75       0.000043    0.000043    0.000043    0.000546   0.000819   0.000682   0.001398   0.001398   0.001398   0.158871    0.191118    0.000000    0           0           0           0           0           0           0           0.191242    0.000342   0           0.000000   0.000000     0.000000      0.001207   0.006412   0.032801
   5        -3.7        0.000049    0.000049    0.000049    0.000613   0.000919   0.000766   0.001720   0.001720   0.001720   0.152554    0.186377    0.000000    0           0           0           0           0           0           0           0.186292    0.000334   0           0.000000   0.000000     0.000000      0.001331   0.007220   0.037054
   5        -3.65       0.000055    0.000055    0.000055    0.000687   0.001031   0.000859   0.002130   0.002130   0.002130   0.144675    0.179683    0.000000    0           0           0           0           0           0           0           0.179604    0.000329   0           0.000000   0.000000     0.000000      0.001457   0.008119   0.041893
   5        -3.6        0.000061    0.000061    0.000061    0.000771   0.001157   0.000964   0.002633   0.002633   0.002633   0.135513    0.171551    0.000000    0           0           0           0           0           0           0           0.171232    0.000328   0           0.000000   0.000000     0.000000      0.001586   0.009120   0.047380
   5        -3.55       0.000069    0.000069    0.000069    0.000865   0.001298   0.001082   0.003224   0.003224   0.003224   0.125657    0.162132    0.000000    0           0           0           0           0           0           0           0.161643    0.000327   0           0.000000   0.000000     0.000000      0.001721   0.010235   0.053581
   5        -3.5        0.000079    0.000079    0.000079    0.000971   0.001456   0.001214   0.003911   0.003911   0.003911   0.115745    0.151696    0.000000    0           0           0           0           0           0           0           0.151373    0.000323   0           0.000000   0.000000     0.000000      0.001862   0.011478   0.060561
   5        -3.45       0.000091    0.000091    0.000091    0.001089   0.001634   0.001362   0.004761   0.004761   0.004761   0.106265    0.140969    0.000000    0           0           0           0           0           0           0           0.140770    0.000316   0           0.000000   0.000000     0.000000      0.002013   0.012863   0.068386
   5        -3.4        0.000099    0.000099    0.000099    0.001222   0.001833   0.001528   0.005790   0.005790   0.005790   0.097410    0.130222    0.000000    0           0           0           0           0           0           0           0.129891    0.000315   0           0.000000   0.000000     0.000000      0.002178   0.014412   0.077132
   5        -3.35       0.000110    0.000110    0.000110    0.001371   0.002057   0.001714   0.007075   0.007075   0.007075   0.089890    0.120280    0.000000    0           0           0           0           0           0           0           0.119965    0.000323   0           0.000000   0.000000     0.000000      0.002361   0.016143   0.086863
   5        -3.3        0.000122    0.000122    0.000122    0.001539   0.002308   0.001923   0.008652   0.008652   0.008652   0.084169    0.111438    0.000000    0           0           0           0           0           0           0           0.111290    0.000333   0           0.000000   0.000000     0.000000      0.002568   0.018083   0.097650
   5        -3.25       0.000134    0.000134    0.000134    0.001726   0.002590   0.002158   0.010498   0.010498   0.010498   0.080651    0.104367    0.000000    0           0           0           0           0           0           0           0.104362    0.000356   0           0.000000   0.000000     0.000000      0.002804   0.020259   0.109581
   5        -3.2        0.000148    0.000148    0.000148    0.001937   0.002906   0.002421   0.012582   0.012582   0.012582   0.079768    0.099715    0.000000    0           0           0           0           0           0           0           0.099708    0.000397   0           0.000000   0.000000     0.000000      0.003076   0.022702   0.122726
