   mDM      Log[10,x]   eL         eR         e          \[Mu]L     \[Mu]R     \[Mu]      \[Tau]L    \[Tau]R    \[Tau]     q            c            b            t            WL          WT          W           ZL          ZT          Z           g            \[Gamma]    h           \[Nu]e     \[Nu]\[Mu]   \[Nu]\[Tau]   V->e       V->\[Mu]   V->\[Tau]
   5        -8.4        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -8.35       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -8.3        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -8.25       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -8.2        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -8.15       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -8.1        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -8.05       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -8.         0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -7.95       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -7.9        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -7.85       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -7.8        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -7.75       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -7.7        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -7.65       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -7.6        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -7.55       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -7.5        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -7.45       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -7.4        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -7.35       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -7.3        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -7.25       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -7.2        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -7.15       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -7.1        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -7.05       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -7.         0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -6.95       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -6.9        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -6.85       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -6.8        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -6.75       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -6.7        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -6.65       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -6.6        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000002   0.000002   0.000002   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -6.55       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000005   0.000005   0.000005   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -6.5        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000012   0.000012   0.000012   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000000    0           0.000000   0.000000     0.000000      0          0          0
   5        -6.45       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000033   0.000033   0.000033   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000001    0           0.000000   0.000000     0.000000      0          0          0
   5        -6.4        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000091   0.000091   0.000091   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000002    0           0.000000   0.000000     0.000000      0          0          0
   5        -6.35       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000246   0.000246   0.000246   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000002    0           0.000000   0.000000     0.000000      0          0          0
   5        -6.3        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.000668   0.000668   0.000668   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000003    0           0.000000   0.000000     0.000000      0          0          0
   5        -6.25       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.001809   0.001809   0.001809   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000004    0           0.000000   0.000000     0.000000      0          0          0
   5        -6.2        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.004599   0.004599   0.004599   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000008    0           0.000000   0.000000     0.000000      0          0          0
   5        -6.15       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.009116   0.009116   0.009116   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000010    0           0.000000   0.000000     0.000000      0          0          0
   5        -6.1        0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.012482   0.012482   0.012482   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000011    0           0.000000   0.000000     0.000000      0          0          0
   5        -6.05       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.015226   0.015226   0.015226   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000011    0           0.000000   0.000000     0.000000      0          0          0
   5        -6.         0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.017401   0.017401   0.017401   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000012    0           0.000000   0.000000     0.000000      0          0          0
   5        -5.95       0.000000   0.000000   0.000000   0.000000   0.000000   0.000000   0.019154   0.019154   0.019154   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000014    0           0.000000   0.000000     0.000000      0          0          0
   5        -5.9        0.000000   0.000000   0.000000   0.000001   0.000001   0.000001   0.020583   0.020583   0.020583   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000016    0           0.000000   0.000000     0.000000      0          0          0
   5        -5.85       0.000000   0.000000   0.000000   0.000002   0.000002   0.000002   0.021782   0.021782   0.021782   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000017    0           0.000000   0.000000     0.000000      0          0          0
   5        -5.8        0.000000   0.000000   0.000000   0.000004   0.000004   0.000004   0.022758   0.022758   0.022758   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000019    0           0.000000   0.000000     0.000000      0          0          0
   5        -5.75       0.000000   0.000000   0.000000   0.000004   0.000004   0.000004   0.023452   0.023452   0.023452   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000023    0           0.000000   0.000000     0.000000      0          0          0
   5        -5.7        0.000000   0.000000   0.000000   0.000005   0.000005   0.000005   0.024020   0.024020   0.024020   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000028    0           0.000000   0.000000     0.000000      0          0          0
   5        -5.65       0.000000   0.000000   0.000000   0.000005   0.000005   0.000005   0.024478   0.024478   0.024478   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000033    0           0.000000   0.000000     0.000000      0          0          0
   5        -5.6        0.000000   0.000000   0.000000   0.000007   0.000007   0.000007   0.024784   0.024784   0.024784   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000038    0           0.000000   0.000000     0.000000      0          0          0
   5        -5.55       0.000000   0.000000   0.000000   0.000011   0.000011   0.000011   0.024947   0.024947   0.024947   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000041    0           0.000000   0.000000     0.000000      0          0          0
   5        -5.5        0.000000   0.000000   0.000000   0.000017   0.000017   0.000017   0.025248   0.025248   0.025248   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000037    0           0.000000   0.000000     0.000000      0          0          0
   5        -5.45       0.000000   0.000000   0.000000   0.000023   0.000023   0.000023   0.025297   0.025297   0.025297   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000041    0           0.000000   0.000000     0.000000      0          0          0
   5        -5.4        0.000000   0.000000   0.000000   0.000028   0.000028   0.000028   0.025357   0.025357   0.025357   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000049    0           0.000000   0.000000     0.000000      0          0          0
   5        -5.35       0.000000   0.000000   0.000000   0.000035   0.000035   0.000035   0.025445   0.025445   0.025445   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000057    0           0.000000   0.000000     0.000000      0          0          0
   5        -5.3        0.000000   0.000000   0.000000   0.000045   0.000045   0.000045   0.025496   0.025496   0.025496   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000060    0           0.000000   0.000000     0.000000      0          0          0
   5        -5.25       0.000000   0.000000   0.000000   0.000059   0.000059   0.000059   0.025519   0.025519   0.025519   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000066    0           0.000000   0.000000     0.000000      0          0          0
   5        -5.2        0.000000   0.000000   0.000000   0.000087   0.000087   0.000087   0.025498   0.025498   0.025498   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000080    0           0.000000   0.000000     0.000000      0          0          0
   5        -5.15       0.000000   0.000000   0.000000   0.000115   0.000115   0.000115   0.025378   0.025378   0.025378   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000095    0           0.000000   0.000000     0.000000      0          0          0
   5        -5.1        0.000000   0.000000   0.000000   0.000146   0.000146   0.000146   0.025395   0.025395   0.025395   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000109    0           0.000000   0.000000     0.000000      0          0          0
   5        -5.05       0.000001   0.000001   0.000001   0.000192   0.000192   0.000192   0.025470   0.025470   0.025470   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000122    0           0.000000   0.000000     0.000000      0          0          0
   5        -5.         0.000002   0.000002   0.000002   0.000281   0.000281   0.000281   0.025462   0.025462   0.025462   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000135    0           0.000000   0.000000     0.000000      0.000746   0.025354   0.005057
   5        -4.95       0.000002   0.000002   0.000002   0.000457   0.000457   0.000457   0.025413   0.025413   0.025413   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000148    0           0.000000   0.000000     0.000000      0.000918   0.030605   0.005576
   5        -4.9        0.000002   0.000002   0.000002   0.000859   0.000859   0.000859   0.025332   0.025332   0.025332   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000167    0           0.000000   0.000000     0.000000      0.001081   0.036007   0.006202
   5        -4.85       0.000002   0.000002   0.000002   0.001786   0.001786   0.001786   0.025474   0.025474   0.025474   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000185    0           0.000000   0.000000     0.000000      0.001232   0.041358   0.006909
   5        -4.8        0.000002   0.000002   0.000002   0.004022   0.004022   0.004022   0.025667   0.025667   0.025667   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000210    0           0.000000   0.000000     0.000000      0.001379   0.046518   0.007667
   5        -4.75       0.000003   0.000003   0.000003   0.009591   0.009591   0.009591   0.025748   0.025748   0.025748   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000240    0           0.000000   0.000000     0.000000      0.001528   0.051419   0.008456
   5        -4.7        0.000005   0.000005   0.000005   0.022930   0.022930   0.022930   0.025672   0.025672   0.025672   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000269    0           0.000000   0.000000     0.000000      0.001686   0.055915   0.009253
   5        -4.65       0.000006   0.000006   0.000006   0.048674   0.048674   0.048674   0.025636   0.025636   0.025636   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000302    0           0.000000   0.000000     0.000000      0.001861   0.059946   0.010044
   5        -4.6        0.000010   0.000010   0.000010   0.064729   0.064729   0.064729   0.025586   0.025586   0.025586   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000324    0           0.000000   0.000000     0.000000      0.002060   0.063515   0.010828
   5        -4.55       0.000021   0.000021   0.000021   0.074174   0.074174   0.074174   0.025609   0.025609   0.025609   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000342    0           0.000000   0.000000     0.000000      0.002291   0.066561   0.011601
   5        -4.5        0.000048   0.000048   0.000048   0.078990   0.078990   0.078990   0.025649   0.025649   0.025649   0.000000     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000350    0           0.000000   0.000000     0.000000      0.002560   0.069096   0.012374
   5        -4.45       0.000110   0.000110   0.000110   0.081507   0.081507   0.081507   0.025629   0.025629   0.025629   0.000001     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000355    0           0.000000   0.000000     0.000000      0.002873   0.071174   0.013161
   5        -4.4        0.000265   0.000265   0.000265   0.083026   0.083026   0.083026   0.025546   0.025546   0.025546   0.000002     0.000000     0.000000     0            0           0           0           0           0           0           0.000000     0.000368    0           0.000000   0.000000     0.000000      0.003238   0.072794   0.013979
   5        -4.35       0.000666   0.000666   0.000666   0.084012   0.084012   0.084012   0.025587   0.025587   0.025587   0.000001     0.000001     0.000000     0            0           0           0           0           0           0           0.000001     0.000388    0           0.000000   0.000000     0.000000      0.003663   0.074007   0.014851
   5        -4.3        0.001676   0.001676   0.001676   0.084671   0.084671   0.084671   0.025410   0.025410   0.025410   0.000001     0.000002     0.000000     0            0           0           0           0           0           0           0.000001     0.000387    0           0.000000   0.000000     0.000000      0.004154   0.074880   0.015799
   5        -4.25       0.003391   0.003391   0.003391   0.085045   0.085045   0.085045   0.025427   0.025427   0.025427   0.000002     0.000001     0.000000     0            0           0           0           0           0           0           0.000002     0.000381    0           0.000000   0.000000     0.000000      0.004718   0.075443   0.016850
   5        -4.2        0.005616   0.005616   0.005616   0.085221   0.085221   0.085221   0.025558   0.025558   0.025558   0.000003     0.000002     0.000000     0            0           0           0           0           0           0           0.000004     0.000376    0           0.000000   0.000000     0.000000      0.005362   0.075750   0.018032
   5        -4.15       0.007991   0.007991   0.007991   0.085471   0.085471   0.085471   0.025642   0.025642   0.025642   0.000003     0.000003     0.000000     0            0           0           0           0           0           0           0.000005     0.000375    0           0.000000   0.000000     0.000000      0.006093   0.075861   0.019368
   5        -4.1        0.010364   0.010364   0.010364   0.085922   0.085922   0.085922   0.025613   0.025613   0.025613   0.000002     0.000004     0.000000     0            0           0           0           0           0           0           0.000006     0.000379    0           0.000000   0.000000     0.000000      0.006918   0.075808   0.020894
   5        -4.05       0.012891   0.012891   0.012891   0.086214   0.086214   0.086214   0.025693   0.025693   0.025693   0.000003     0.000005     0.000000     0            0           0           0           0           0           0           0.000006     0.000378    0           0.000000   0.000000     0.000000      0.007843   0.075636   0.022640
   5        -4.         0.015350   0.015350   0.015350   0.086234   0.086234   0.086234   0.025683   0.025683   0.025683   0.000004     0.000008     0.000000     0            0           0           0           0           0           0           0.000005     0.000375    0           0.000000   0.000000     0.000000      0.008874   0.075385   0.024634
   5        -3.95       0.017835   0.017835   0.017835   0.086520   0.086520   0.086520   0.025712   0.025712   0.025712   0.000006     0.000010     0.000000     0            0           0           0           0           0           0           0.000007     0.000400    0           0.000000   0.000000     0.000000      0.010019   0.075081   0.026916
   5        -3.9        0.020343   0.020343   0.020343   0.086670   0.086670   0.086670   0.025667   0.025667   0.025667   0.000008     0.000015     0.000000     0            0           0           0           0           0           0           0.000009     0.000413    0           0.000000   0.000000     0.000000      0.011282   0.074752   0.029521
   5        -3.85       0.022871   0.022871   0.022871   0.086616   0.086616   0.086616   0.025652   0.025652   0.025652   0.000011     0.000021     0.000000     0            0           0           0           0           0           0           0.000013     0.000419    0           0.000000   0.000000     0.000000      0.012674   0.074421   0.032481
   5        -3.8        0.025389   0.025389   0.025389   0.086476   0.086476   0.086476   0.025751   0.025751   0.025751   0.000016     0.000027     0.000000     0            0           0           0           0           0           0           0.000020     0.000429    0           0.000000   0.000000     0.000000      0.014200   0.074103   0.035842
   5        -3.75       0.027812   0.027812   0.027812   0.086405   0.086405   0.086405   0.025781   0.025781   0.025781   0.000023     0.000035     0.000000     0            0           0           0           0           0           0           0.000027     0.000419    0           0.000000   0.000000     0.000000      0.015870   0.073812   0.039643
   5        -3.7        0.030213   0.030213   0.030213   0.086453   0.086453   0.086453   0.025741   0.025741   0.025741   0.000027     0.000050     0.000000     0            0           0           0           0           0           0           0.000035     0.000438    0           0.000000   0.000000     0.000000      0.017694   0.073558   0.043922
   5        -3.65       0.032692   0.032692   0.032692   0.086458   0.086458   0.086458   0.025695   0.025695   0.025695   0.000041     0.000070     0.000000     0            0           0           0           0           0           0           0.000050     0.000472    0           0.000000   0.000000     0.000000      0.019682   0.073346   0.048729
   5        -3.6        0.035091   0.035091   0.035091   0.086463   0.086463   0.086463   0.025731   0.025731   0.025731   0.000070     0.000102     0.000000     0            0           0           0           0           0           0           0.000081     0.000489    0           0.000000   0.000000     0.000000      0.021846   0.073182   0.054108
   5        -3.55       0.037482   0.037482   0.037482   0.086466   0.086466   0.086466   0.025835   0.025835   0.025835   0.000125     0.000157     0.000000     0            0           0           0           0           0           0           0.000145     0.000495    0           0.000000   0.000000     0.000000      0.024201   0.073063   0.060107
   5        -3.5        0.039971   0.039971   0.039971   0.086382   0.086382   0.086382   0.025960   0.025960   0.025960   0.000218     0.000256     0.000000     0            0           0           0           0           0           0           0.000258     0.000507    0           0.000000   0.000000     0.000000      0.026757   0.072991   0.066780
   5        -3.45       0.042404   0.042404   0.042404   0.086002   0.086002   0.086002   0.026103   0.026103   0.026103   0.000366     0.000428     0.000000     0            0           0           0           0           0           0           0.000448     0.000510    0           0.000000   0.000000     0.000000      0.029530   0.072962   0.074186
   5        -3.4        0.044883   0.044883   0.044883   0.085840   0.085840   0.085840   0.026347   0.026347   0.026347   0.000617     0.000703     0.000000     0            0           0           0           0           0           0           0.000750     0.000532    0           0.000000   0.000000     0.000000      0.032534   0.072970   0.082390
   5        -3.35       0.047452   0.047452   0.047452   0.085903   0.085903   0.085903   0.026712   0.026712   0.026712   0.001030     0.001174     0.000000     0            0           0           0           0           0           0           0.001218     0.000561    0           0.000000   0.000000     0.000000      0.035781   0.073012   0.091468
   5        -3.3        0.050057   0.050057   0.050057   0.086127   0.086127   0.086127   0.027294   0.027294   0.027294   0.001678     0.001903     0.000000     0            0           0           0           0           0           0           0.001956     0.000591    0           0.000000   0.000000     0.000000      0.039280   0.073081   0.101508
   5        -3.25       0.052589   0.052589   0.052589   0.086314   0.086314   0.086314   0.028059   0.028059   0.028059   0.002658     0.002980     0.000000     0            0           0           0           0           0           0           0.003073     0.000619    0           0.000000   0.000000     0.000000      0.043044   0.073168   0.112616
   5        -3.2        0.054985   0.054985   0.054985   0.086343   0.086343   0.086343   0.028986   0.028986   0.028986   0.004124     0.004558     0.000000     0            0           0           0           0           0           0           0.004675     0.000650    0           0.000000   0.000000     0.000000      0.047073   0.073268   0.124913
