# BBN prediction of the primordial abundances of Helium4 as a function of
# 1)the baryon density $\Omega_b h^2$ and 
# 2)the number of extra relativistic degrees of freedom $\Delta N$
#
# $\Delta N=0$ is the number of extra relativistic species (which mimic decoupled neutrinos).
# If $\Delta N=0$, then $N_{eff} = 3.0440$ #
# because of QED effects and Incomplete Neurino decoupling (arXiv:2008.01074).
#
# Computation performed with PRIMAT (by Cyril Pitrou 2018-2024 http://www2.iap.fr/users/pitrou/primat.htm)
# Details on arXiv:1801.08023 and update arXiv:2011.11320
# Last update 20/09/2024 (notably including the LUNA rate for the d(p,g)He3 reaction)
#
# Neutron Decay rate $\tau_n$ is 878.4s, following Particle Data Group 2024
# CMB temperature is 2.7255 K (without taking into account a possible uncertainty)
#
# He4 is given as the density ratio of He4 density to all baryon density (YHe) as used by class
# To convert from/to more traditional BBN quantities, note that
# f_He = n_He/n_H = (YHe/m_He)/((1-YHe)/m_H)
# and
# Y_p^BBN = 4 n_He/n_B ~= 4 n_He/(4n_He + n_H) = 4 f_He/(4 f_He + 1)
# Note that this means that YHe from class coincides roughly with Y_p from primat
# which is NOT the same as the Y_p from PArthENoPE (which is instead Y_p^BBN)
#
# Format:
# First line must contain (num_ombh2,num_DeltaN), other lines must
# contain (ombh2,DeltaN,YHe). bBank lines and lines starting with # are neglected

52 25
4.000000000000000083e-02 -3.000000000000000000e+00 1.988759999999999972e-01
5.000000000000000104e-03 -2.500000000000000000e+00 1.873309999999999975e-01
6.000000000000000125e-03 -2.500000000000000000e+00 1.899730000000000030e-01
7.000000000000000146e-03 -2.500000000000000000e+00 1.920139999999999902e-01
8.000000000000000167e-03 -2.500000000000000000e+00 1.936690000000000078e-01
8.999999999999999320e-03 -2.500000000000000000e+00 1.950570000000000082e-01
1.000000000000000021e-02 -2.500000000000000000e+00 1.962520000000000098e-01
1.099999999999999936e-02 -2.500000000000000000e+00 1.973010000000000042e-01
1.200000000000000025e-02 -2.500000000000000000e+00 1.982339999999999935e-01
1.299999999999999940e-02 -2.500000000000000000e+00 1.990740000000000010e-01
1.400000000000000029e-02 -2.500000000000000000e+00 1.998389999999999889e-01
1.499999999999999944e-02 -2.500000000000000000e+00 2.005409999999999970e-01
1.600000000000000033e-02 -2.500000000000000000e+00 2.011890000000000067e-01
1.700000000000000122e-02 -2.500000000000000000e+00 2.017909999999999981e-01
1.799999999999999864e-02 -2.500000000000000000e+00 2.023530000000000051e-01
1.899999999999999953e-02 -2.500000000000000000e+00 2.028800000000000048e-01
2.000000000000000042e-02 -2.500000000000000000e+00 2.033760000000000012e-01
2.019999999999999921e-02 -2.500000000000000000e+00 2.034719999999999862e-01
2.040000000000000147e-02 -2.500000000000000000e+00 2.035669999999999980e-01
2.060000000000000026e-02 -2.500000000000000000e+00 2.036610000000000087e-01
2.079999999999999905e-02 -2.500000000000000000e+00 2.037539999999999907e-01
2.100000000000000130e-02 -2.500000000000000000e+00 2.038449999999999984e-01
2.120000000000000009e-02 -2.500000000000000000e+00 2.039360000000000062e-01
2.139999999999999888e-02 -2.500000000000000000e+00 2.040260000000000129e-01
2.160000000000000114e-02 -2.500000000000000000e+00 2.041149999999999909e-01
2.179999999999999993e-02 -2.500000000000000000e+00 2.042029999999999956e-01
2.199999999999999872e-02 -2.500000000000000000e+00 2.042899999999999994e-01
2.220000000000000098e-02 -2.500000000000000000e+00 2.043760000000000021e-01
2.239999999999999977e-02 -2.500000000000000000e+00 2.044610000000000039e-01
2.259999999999999856e-02 -2.500000000000000000e+00 2.045450000000000046e-01
2.280000000000000082e-02 -2.500000000000000000e+00 2.046290000000000053e-01
2.299999999999999961e-02 -2.500000000000000000e+00 2.047120000000000051e-01
2.319999999999999840e-02 -2.500000000000000000e+00 2.047940000000000038e-01
2.340000000000000066e-02 -2.500000000000000000e+00 2.048750000000000016e-01
2.359999999999999945e-02 -2.500000000000000000e+00 2.049559999999999993e-01
2.380000000000000171e-02 -2.500000000000000000e+00 2.050349999999999950e-01
2.400000000000000050e-02 -2.500000000000000000e+00 2.051139999999999908e-01
2.500000000000000139e-02 -2.500000000000000000e+00 2.054979999999999862e-01
2.599999999999999881e-02 -2.500000000000000000e+00 2.058659999999999934e-01
2.699999999999999969e-02 -2.500000000000000000e+00 2.062180000000000124e-01
2.800000000000000058e-02 -2.500000000000000000e+00 2.065559999999999896e-01
2.900000000000000147e-02 -2.500000000000000000e+00 2.068820000000000103e-01
2.999999999999999889e-02 -2.500000000000000000e+00 2.071949999999999903e-01
3.099999999999999978e-02 -2.500000000000000000e+00 2.074969999999999870e-01
3.200000000000000067e-02 -2.500000000000000000e+00 2.077890000000000015e-01
3.300000000000000155e-02 -2.500000000000000000e+00 2.080720000000000069e-01
3.400000000000000244e-02 -2.500000000000000000e+00 2.083450000000000024e-01
3.500000000000000333e-02 -2.500000000000000000e+00 2.086089999999999889e-01
3.599999999999999728e-02 -2.500000000000000000e+00 2.088659999999999961e-01
3.699999999999999817e-02 -2.500000000000000000e+00 2.091149999999999953e-01
3.799999999999999906e-02 -2.500000000000000000e+00 2.093579999999999885e-01
3.899999999999999994e-02 -2.500000000000000000e+00 2.095930000000000015e-01
4.000000000000000083e-02 -2.500000000000000000e+00 2.098220000000000085e-01
5.000000000000000104e-03 -2.000000000000000000e+00 1.967800000000000105e-01
6.000000000000000125e-03 -2.000000000000000000e+00 1.995210000000000039e-01
7.000000000000000146e-03 -2.000000000000000000e+00 2.016239999999999977e-01
8.000000000000000167e-03 -2.000000000000000000e+00 2.033230000000000037e-01
8.999999999999999320e-03 -2.000000000000000000e+00 2.047430000000000083e-01
1.000000000000000021e-02 -2.000000000000000000e+00 2.059610000000000052e-01
1.099999999999999936e-02 -2.000000000000000000e+00 2.070269999999999888e-01
1.200000000000000025e-02 -2.000000000000000000e+00 2.079739999999999922e-01
1.299999999999999940e-02 -2.000000000000000000e+00 2.088270000000000126e-01
1.400000000000000029e-02 -2.000000000000000000e+00 2.096010000000000095e-01
1.499999999999999944e-02 -2.000000000000000000e+00 2.103099999999999969e-01
1.600000000000000033e-02 -2.000000000000000000e+00 2.109640000000000126e-01
1.700000000000000122e-02 -2.000000000000000000e+00 2.115720000000000101e-01
1.799999999999999864e-02 -2.000000000000000000e+00 2.121379999999999932e-01
1.899999999999999953e-02 -2.000000000000000000e+00 2.126689999999999969e-01
2.000000000000000042e-02 -2.000000000000000000e+00 2.131689999999999974e-01
2.019999999999999921e-02 -2.000000000000000000e+00 2.132650000000000101e-01
2.040000000000000147e-02 -2.000000000000000000e+00 2.133609999999999951e-01
2.060000000000000026e-02 -2.000000000000000000e+00 2.134550000000000058e-01
2.079999999999999905e-02 -2.000000000000000000e+00 2.135479999999999878e-01
2.100000000000000130e-02 -2.000000000000000000e+00 2.136409999999999976e-01
2.120000000000000009e-02 -2.000000000000000000e+00 2.137320000000000053e-01
2.139999999999999888e-02 -2.000000000000000000e+00 2.138220000000000121e-01
2.160000000000000114e-02 -2.000000000000000000e+00 2.139109999999999900e-01
2.179999999999999993e-02 -2.000000000000000000e+00 2.139999999999999958e-01
2.199999999999999872e-02 -2.000000000000000000e+00 2.140869999999999995e-01
2.220000000000000098e-02 -2.000000000000000000e+00 2.141740000000000033e-01
2.239999999999999977e-02 -2.000000000000000000e+00 2.142600000000000060e-01
2.259999999999999856e-02 -2.000000000000000000e+00 2.143450000000000077e-01
2.280000000000000082e-02 -2.000000000000000000e+00 2.144290000000000085e-01
2.299999999999999961e-02 -2.000000000000000000e+00 2.145120000000000082e-01
2.319999999999999840e-02 -2.000000000000000000e+00 2.145940000000000070e-01
2.340000000000000066e-02 -2.000000000000000000e+00 2.146760000000000057e-01
2.359999999999999945e-02 -2.000000000000000000e+00 2.147570000000000034e-01
2.380000000000000171e-02 -2.000000000000000000e+00 2.148370000000000002e-01
2.400000000000000050e-02 -2.000000000000000000e+00 2.149159999999999959e-01
2.500000000000000139e-02 -2.000000000000000000e+00 2.153019999999999934e-01
2.599999999999999881e-02 -2.000000000000000000e+00 2.156700000000000006e-01
2.699999999999999969e-02 -2.000000000000000000e+00 2.160239999999999938e-01
2.800000000000000058e-02 -2.000000000000000000e+00 2.163629999999999998e-01
2.900000000000000147e-02 -2.000000000000000000e+00 2.166899999999999937e-01
2.999999999999999889e-02 -2.000000000000000000e+00 2.170040000000000024e-01
3.099999999999999978e-02 -2.000000000000000000e+00 2.173070000000000002e-01
3.200000000000000067e-02 -2.000000000000000000e+00 2.175989999999999869e-01
3.300000000000000155e-02 -2.000000000000000000e+00 2.178819999999999923e-01
3.400000000000000244e-02 -2.000000000000000000e+00 2.181549999999999878e-01
3.500000000000000333e-02 -2.000000000000000000e+00 2.184200000000000030e-01
3.599999999999999728e-02 -2.000000000000000000e+00 2.186770000000000103e-01
3.699999999999999817e-02 -2.000000000000000000e+00 2.189270000000000105e-01
3.799999999999999906e-02 -2.000000000000000000e+00 2.191690000000000027e-01
3.899999999999999994e-02 -2.000000000000000000e+00 2.194049999999999889e-01
4.000000000000000083e-02 -2.000000000000000000e+00 2.196339999999999959e-01
5.000000000000000104e-03 -1.500000000000000000e+00 2.053520000000000068e-01
6.000000000000000125e-03 -1.500000000000000000e+00 2.081850000000000089e-01
7.000000000000000146e-03 -1.500000000000000000e+00 2.103480000000000072e-01
8.000000000000000167e-03 -1.500000000000000000e+00 2.120859999999999967e-01
8.999999999999999320e-03 -1.500000000000000000e+00 2.135340000000000016e-01
1.000000000000000021e-02 -1.500000000000000000e+00 2.147729999999999917e-01
1.099999999999999936e-02 -1.500000000000000000e+00 2.158549999999999913e-01
1.200000000000000025e-02 -1.500000000000000000e+00 2.168140000000000067e-01
1.299999999999999940e-02 -1.500000000000000000e+00 2.176750000000000074e-01
1.400000000000000029e-02 -1.500000000000000000e+00 2.184570000000000123e-01
1.499999999999999944e-02 -1.500000000000000000e+00 2.191720000000000057e-01
1.600000000000000033e-02 -1.500000000000000000e+00 2.198319999999999996e-01
1.700000000000000122e-02 -1.500000000000000000e+00 2.204430000000000001e-01
1.799999999999999864e-02 -1.500000000000000000e+00 2.210129999999999872e-01
1.899999999999999953e-02 -1.500000000000000000e+00 2.215469999999999939e-01
2.000000000000000042e-02 -1.500000000000000000e+00 2.220489999999999964e-01
2.019999999999999921e-02 -1.500000000000000000e+00 2.221460000000000101e-01
2.040000000000000147e-02 -1.500000000000000000e+00 2.222409999999999941e-01
2.060000000000000026e-02 -1.500000000000000000e+00 2.223360000000000058e-01
2.079999999999999905e-02 -1.500000000000000000e+00 2.224299999999999888e-01
2.100000000000000130e-02 -1.500000000000000000e+00 2.225219999999999976e-01
2.120000000000000009e-02 -1.500000000000000000e+00 2.226140000000000063e-01
2.139999999999999888e-02 -1.500000000000000000e+00 2.227049999999999863e-01
2.160000000000000114e-02 -1.500000000000000000e+00 2.227939999999999920e-01
2.179999999999999993e-02 -1.500000000000000000e+00 2.228829999999999978e-01
2.199999999999999872e-02 -1.500000000000000000e+00 2.229710000000000025e-01
2.220000000000000098e-02 -1.500000000000000000e+00 2.230580000000000063e-01
2.239999999999999977e-02 -1.500000000000000000e+00 2.231440000000000090e-01
2.259999999999999856e-02 -1.500000000000000000e+00 2.232290000000000108e-01
2.280000000000000082e-02 -1.500000000000000000e+00 2.233130000000000115e-01
2.299999999999999961e-02 -1.500000000000000000e+00 2.233970000000000122e-01
2.319999999999999840e-02 -1.500000000000000000e+00 2.234790000000000110e-01
2.340000000000000066e-02 -1.500000000000000000e+00 2.235610000000000097e-01
2.359999999999999945e-02 -1.500000000000000000e+00 2.236420000000000075e-01
2.380000000000000171e-02 -1.500000000000000000e+00 2.237220000000000042e-01
2.400000000000000050e-02 -1.500000000000000000e+00 2.238020000000000009e-01
2.500000000000000139e-02 -1.500000000000000000e+00 2.241879999999999984e-01
2.599999999999999881e-02 -1.500000000000000000e+00 2.245580000000000076e-01
2.699999999999999969e-02 -1.500000000000000000e+00 2.249120000000000008e-01
2.800000000000000058e-02 -1.500000000000000000e+00 2.252520000000000078e-01
2.900000000000000147e-02 -1.500000000000000000e+00 2.255780000000000007e-01
2.999999999999999889e-02 -1.500000000000000000e+00 2.258920000000000095e-01
3.099999999999999978e-02 -1.500000000000000000e+00 2.261950000000000072e-01
3.200000000000000067e-02 -1.500000000000000000e+00 2.264879999999999949e-01
3.300000000000000155e-02 -1.500000000000000000e+00 2.267710000000000004e-01
3.400000000000000244e-02 -1.500000000000000000e+00 2.270439999999999958e-01
3.500000000000000333e-02 -1.500000000000000000e+00 2.273090000000000110e-01
3.599999999999999728e-02 -1.500000000000000000e+00 2.275659999999999905e-01
3.699999999999999817e-02 -1.500000000000000000e+00 2.278149999999999897e-01
3.799999999999999906e-02 -1.500000000000000000e+00 2.280570000000000097e-01
3.899999999999999994e-02 -1.500000000000000000e+00 2.282919999999999949e-01
4.000000000000000083e-02 -1.500000000000000000e+00 2.285210000000000019e-01
5.000000000000000104e-03 -1.000000000000000000e+00 2.131899999999999906e-01
6.000000000000000125e-03 -1.000000000000000000e+00 2.161109999999999975e-01
7.000000000000000146e-03 -1.000000000000000000e+00 2.183289999999999953e-01
8.000000000000000167e-03 -1.000000000000000000e+00 2.201039999999999941e-01
8.999999999999999320e-03 -1.000000000000000000e+00 2.215779999999999972e-01
1.000000000000000021e-02 -1.000000000000000000e+00 2.228360000000000063e-01
1.099999999999999936e-02 -1.000000000000000000e+00 2.239319999999999922e-01
1.200000000000000025e-02 -1.000000000000000000e+00 2.249009999999999898e-01
1.299999999999999940e-02 -1.000000000000000000e+00 2.257709999999999995e-01
1.400000000000000029e-02 -1.000000000000000000e+00 2.265590000000000104e-01
1.499999999999999944e-02 -1.000000000000000000e+00 2.272800000000000098e-01
1.600000000000000033e-02 -1.000000000000000000e+00 2.279430000000000067e-01
1.700000000000000122e-02 -1.000000000000000000e+00 2.285570000000000102e-01
1.799999999999999864e-02 -1.000000000000000000e+00 2.291300000000000003e-01
1.899999999999999953e-02 -1.000000000000000000e+00 2.296660000000000090e-01
2.000000000000000042e-02 -1.000000000000000000e+00 2.301690000000000125e-01
2.019999999999999921e-02 -1.000000000000000000e+00 2.302659999999999985e-01
2.040000000000000147e-02 -1.000000000000000000e+00 2.303620000000000112e-01
2.060000000000000026e-02 -1.000000000000000000e+00 2.304569999999999952e-01
2.079999999999999905e-02 -1.000000000000000000e+00 2.305510000000000059e-01
2.100000000000000130e-02 -1.000000000000000000e+00 2.306439999999999879e-01
2.120000000000000009e-02 -1.000000000000000000e+00 2.307359999999999967e-01
2.139999999999999888e-02 -1.000000000000000000e+00 2.308270000000000044e-01
2.160000000000000114e-02 -1.000000000000000000e+00 2.309160000000000101e-01
2.179999999999999993e-02 -1.000000000000000000e+00 2.310049999999999881e-01
2.199999999999999872e-02 -1.000000000000000000e+00 2.310929999999999929e-01
2.220000000000000098e-02 -1.000000000000000000e+00 2.311799999999999966e-01
2.239999999999999977e-02 -1.000000000000000000e+00 2.312659999999999993e-01
2.259999999999999856e-02 -1.000000000000000000e+00 2.313520000000000021e-01
2.280000000000000082e-02 -1.000000000000000000e+00 2.314360000000000028e-01
2.299999999999999961e-02 -1.000000000000000000e+00 2.315200000000000036e-01
2.319999999999999840e-02 -1.000000000000000000e+00 2.316020000000000023e-01
2.340000000000000066e-02 -1.000000000000000000e+00 2.316840000000000011e-01
2.359999999999999945e-02 -1.000000000000000000e+00 2.317649999999999988e-01
2.380000000000000171e-02 -1.000000000000000000e+00 2.318459999999999965e-01
2.400000000000000050e-02 -1.000000000000000000e+00 2.319249999999999923e-01
2.500000000000000139e-02 -1.000000000000000000e+00 2.323119999999999907e-01
2.599999999999999881e-02 -1.000000000000000000e+00 2.326819999999999999e-01
2.699999999999999969e-02 -1.000000000000000000e+00 2.330359999999999931e-01
2.800000000000000058e-02 -1.000000000000000000e+00 2.333760000000000001e-01
2.900000000000000147e-02 -1.000000000000000000e+00 2.337019999999999931e-01
2.999999999999999889e-02 -1.000000000000000000e+00 2.340160000000000018e-01
3.099999999999999978e-02 -1.000000000000000000e+00 2.343189999999999995e-01
3.200000000000000067e-02 -1.000000000000000000e+00 2.346109999999999862e-01
3.300000000000000155e-02 -1.000000000000000000e+00 2.348939999999999917e-01
3.400000000000000244e-02 -1.000000000000000000e+00 2.351669999999999872e-01
3.500000000000000333e-02 -1.000000000000000000e+00 2.354310000000000014e-01
3.599999999999999728e-02 -1.000000000000000000e+00 2.356870000000000076e-01
3.699999999999999817e-02 -1.000000000000000000e+00 2.359360000000000068e-01
3.799999999999999906e-02 -1.000000000000000000e+00 2.361779999999999990e-01
3.899999999999999994e-02 -1.000000000000000000e+00 2.364120000000000110e-01
4.000000000000000083e-02 -1.000000000000000000e+00 2.366409999999999902e-01
5.000000000000000104e-03 -7.500000000000000000e-01 2.168690000000000062e-01
6.000000000000000125e-03 -7.500000000000000000e-01 2.198340000000000016e-01
7.000000000000000146e-03 -7.500000000000000000e-01 2.220779999999999976e-01
8.000000000000000167e-03 -7.500000000000000000e-01 2.238709999999999867e-01
8.999999999999999320e-03 -7.500000000000000000e-01 2.253570000000000018e-01
1.000000000000000021e-02 -7.500000000000000000e-01 2.266239999999999921e-01
1.099999999999999936e-02 -7.500000000000000000e-01 2.277260000000000117e-01
1.200000000000000025e-02 -7.500000000000000000e-01 2.286999999999999866e-01
1.299999999999999940e-02 -7.500000000000000000e-01 2.295740000000000003e-01
1.400000000000000029e-02 -7.500000000000000000e-01 2.303649999999999864e-01
1.499999999999999944e-02 -7.500000000000000000e-01 2.310869999999999869e-01
1.600000000000000033e-02 -7.500000000000000000e-01 2.317520000000000135e-01
1.700000000000000122e-02 -7.500000000000000000e-01 2.323679999999999912e-01
1.799999999999999864e-02 -7.500000000000000000e-01 2.329410000000000092e-01
1.899999999999999953e-02 -7.500000000000000000e-01 2.334779999999999911e-01
2.000000000000000042e-02 -7.500000000000000000e-01 2.339819999999999955e-01
2.019999999999999921e-02 -7.500000000000000000e-01 2.340790000000000093e-01
2.040000000000000147e-02 -7.500000000000000000e-01 2.341749999999999943e-01
2.060000000000000026e-02 -7.500000000000000000e-01 2.342710000000000070e-01
2.079999999999999905e-02 -7.500000000000000000e-01 2.343639999999999890e-01
2.100000000000000130e-02 -7.500000000000000000e-01 2.344569999999999987e-01
2.120000000000000009e-02 -7.500000000000000000e-01 2.345490000000000075e-01
2.139999999999999888e-02 -7.500000000000000000e-01 2.346399999999999875e-01
2.160000000000000114e-02 -7.500000000000000000e-01 2.347299999999999942e-01
2.179999999999999993e-02 -7.500000000000000000e-01 2.348190000000000000e-01
2.199999999999999872e-02 -7.500000000000000000e-01 2.349070000000000047e-01
2.220000000000000098e-02 -7.500000000000000000e-01 2.349940000000000084e-01
2.239999999999999977e-02 -7.500000000000000000e-01 2.350800000000000112e-01
2.259999999999999856e-02 -7.500000000000000000e-01 2.351659999999999862e-01
2.280000000000000082e-02 -7.500000000000000000e-01 2.352499999999999869e-01
2.299999999999999961e-02 -7.500000000000000000e-01 2.353339999999999876e-01
2.319999999999999840e-02 -7.500000000000000000e-01 2.354159999999999864e-01
2.340000000000000066e-02 -7.500000000000000000e-01 2.354980000000000129e-01
2.359999999999999945e-02 -7.500000000000000000e-01 2.355790000000000106e-01
2.380000000000000171e-02 -7.500000000000000000e-01 2.356600000000000084e-01
2.400000000000000050e-02 -7.500000000000000000e-01 2.357390000000000041e-01
2.500000000000000139e-02 -7.500000000000000000e-01 2.361260000000000026e-01
2.599999999999999881e-02 -7.500000000000000000e-01 2.364960000000000118e-01
2.699999999999999969e-02 -7.500000000000000000e-01 2.368500000000000050e-01
2.800000000000000058e-02 -7.500000000000000000e-01 2.371890000000000109e-01
2.900000000000000147e-02 -7.500000000000000000e-01 2.375160000000000049e-01
2.999999999999999889e-02 -7.500000000000000000e-01 2.378300000000000136e-01
3.099999999999999978e-02 -7.500000000000000000e-01 2.381320000000000103e-01
3.200000000000000067e-02 -7.500000000000000000e-01 2.384239999999999970e-01
3.300000000000000155e-02 -7.500000000000000000e-01 2.387060000000000015e-01
3.400000000000000244e-02 -7.500000000000000000e-01 2.389789999999999970e-01
3.500000000000000333e-02 -7.500000000000000000e-01 2.392430000000000112e-01
3.599999999999999728e-02 -7.500000000000000000e-01 2.394989999999999897e-01
3.699999999999999817e-02 -7.500000000000000000e-01 2.397469999999999879e-01
3.799999999999999906e-02 -7.500000000000000000e-01 2.399880000000000069e-01
3.899999999999999994e-02 -7.500000000000000000e-01 2.402229999999999921e-01
4.000000000000000083e-02 -7.500000000000000000e-01 2.404509999999999981e-01
5.000000000000000104e-03 -5.000000000000000000e-01 2.204049999999999898e-01
6.000000000000000125e-03 -5.000000000000000000e-01 2.234119999999999995e-01
7.000000000000000146e-03 -5.000000000000000000e-01 2.256819999999999937e-01
8.000000000000000167e-03 -5.000000000000000000e-01 2.274919999999999998e-01
8.999999999999999320e-03 -5.000000000000000000e-01 2.289899999999999991e-01
1.000000000000000021e-02 -5.000000000000000000e-01 2.302649999999999975e-01
1.099999999999999936e-02 -5.000000000000000000e-01 2.313729999999999953e-01
1.200000000000000025e-02 -5.000000000000000000e-01 2.323520000000000030e-01
1.299999999999999940e-02 -5.000000000000000000e-01 2.332289999999999919e-01
1.400000000000000029e-02 -5.000000000000000000e-01 2.340230000000000088e-01
1.499999999999999944e-02 -5.000000000000000000e-01 2.347470000000000112e-01
1.600000000000000033e-02 -5.000000000000000000e-01 2.354140000000000121e-01
1.700000000000000122e-02 -5.000000000000000000e-01 2.360309999999999908e-01
1.799999999999999864e-02 -5.000000000000000000e-01 2.366050000000000098e-01
1.899999999999999953e-02 -5.000000000000000000e-01 2.371419999999999917e-01
2.000000000000000042e-02 -5.000000000000000000e-01 2.376469999999999971e-01
2.019999999999999921e-02 -5.000000000000000000e-01 2.377440000000000109e-01
2.040000000000000147e-02 -5.000000000000000000e-01 2.378399999999999959e-01
2.060000000000000026e-02 -5.000000000000000000e-01 2.379360000000000086e-01
2.079999999999999905e-02 -5.000000000000000000e-01 2.380299999999999916e-01
2.100000000000000130e-02 -5.000000000000000000e-01 2.381230000000000013e-01
2.120000000000000009e-02 -5.000000000000000000e-01 2.382140000000000091e-01
2.139999999999999888e-02 -5.000000000000000000e-01 2.383049999999999891e-01
2.160000000000000114e-02 -5.000000000000000000e-01 2.383949999999999958e-01
2.179999999999999993e-02 -5.000000000000000000e-01 2.384840000000000015e-01
2.199999999999999872e-02 -5.000000000000000000e-01 2.385720000000000063e-01
2.220000000000000098e-02 -5.000000000000000000e-01 2.386590000000000100e-01
2.239999999999999977e-02 -5.000000000000000000e-01 2.387460000000000138e-01
2.259999999999999856e-02 -5.000000000000000000e-01 2.388309999999999877e-01
2.280000000000000082e-02 -5.000000000000000000e-01 2.389149999999999885e-01
