# BBN prediction of the primordial abundances of Helium4 as a function of
# 1)the baryon density $\Omega_b h^2$ and 
# 2)the number of extra relativistic degrees of freedom $\Delta N$
#
# $\Delta N=0$ is the number of extra relativistic species (which mimic decoupled neutrinos).
# If $\Delta N=0$, then $N_{eff} = 3.0440$ #
# because of QED effects and Incomplete Neurino decoupling (arXiv:2008.01074).
#
# Computation performed with PArthENoPE v3.0.0
# Details on arXiv:0705.0290, arXiv:1712.04378, and for the most recent version arXiv:2103.05027
#
# Neutron Decay rate $\tau_n$ is 878.4s, following Particle Data Group 2024
# CMB temperature is 2.7255 K (without taking into account a possible uncertainty)
#
# He4 is given as the density ratio of He4 density to all baryon density (YHe) as used by class
# To convert from/to more traditional BBN quantities, note that
# f_He = n_He/n_H = (YHe/m_He)/((1-YHe)/m_H)
# and
# Y_p^BBN = 4 n_He/n_B ~= 4 n_He/(4n_He + n_H) = 4 f_He/(4 f_He + 1)
# Note that this means that YHe from class coincides roughly with Y_p from primat
# which is NOT the same as the Y_p from PArthENoPE (which is instead Y_p^BBN)
#
# Format:
# First line must contain (num_ombh2,num_DeltaN), other lines must
# contain (ombh2,DeltaN,YHe). bBank lines and lines starting with # are neglected

701 13
1.073999999999999955e-02 -3.000000000000000000e+00 1.856903454160950540e-01
1.077999999999999965e-02 -3.000000000000000000e+00 1.857261842479153713e-01
1.081999999999999976e-02 -3.000000000000000000e+00 1.857620230981455178e-01
1.085000000000000027e-02 -3.000000000000000000e+00 1.857978619667855213e-01
1.089000000000000037e-02 -3.000000000000000000e+00 1.858337008538353818e-01
1.093000000000000048e-02 -3.000000000000000000e+00 1.858695397592951271e-01
1.095999999999999926e-02 -3.000000000000000000e+00 1.859043831572530781e-01
1.099999999999999936e-02 -3.000000000000000000e+00 1.859402220990211962e-01
1.103999999999999947e-02 -3.000000000000000000e+00 1.859750655322790491e-01
1.106999999999999998e-02 -3.000000000000000000e+00 1.860109045103556513e-01
1.111000000000000008e-02 -3.000000000000000000e+00 1.860447524509988293e-01
1.115000000000000019e-02 -3.000000000000000000e+00 1.860795959364607843e-01
1.118000000000000070e-02 -3.000000000000000000e+00 1.861144394393241530e-01
1.122000000000000081e-02 -3.000000000000000000e+00 1.861492829595889353e-01
1.125999999999999918e-02 -3.000000000000000000e+00 1.861831309673660229e-01
1.128999999999999969e-02 -3.000000000000000000e+00 1.862169789915643914e-01
1.132999999999999979e-02 -3.000000000000000000e+00 1.862518225630390989e-01
1.136999999999999990e-02 -3.000000000000000000e+00 1.862846750892250269e-01
1.140000000000000041e-02 -3.000000000000000000e+00 1.863195186945082737e-01
1.144000000000000052e-02 -3.000000000000000000e+00 1.863523712525708698e-01
1.146999999999999929e-02 -3.000000000000000000e+00 1.863862193588757821e-01
1.150999999999999940e-02 -3.000000000000000000e+00 1.864200674816020586e-01
1.154999999999999950e-02 -3.000000000000000000e+00 1.864529200870109760e-01
1.158000000000000002e-02 -3.000000000000000000e+00 1.864857727078894356e-01
1.162000000000000012e-02 -3.000000000000000000e+00 1.865186253442375763e-01
1.166000000000000023e-02 -3.000000000000000000e+00 1.865514779960553426e-01
1.169000000000000074e-02 -3.000000000000000000e+00 1.865843306633427623e-01
1.173000000000000084e-02 -3.000000000000000000e+00 1.866171833460998630e-01
1.176999999999999921e-02 -3.000000000000000000e+00 1.866500360443265616e-01
1.179999999999999973e-02 -3.000000000000000000e+00 1.866818932210169979e-01
1.183999999999999983e-02 -3.000000000000000000e+00 1.867147459497143502e-01
1.187999999999999994e-02 -3.000000000000000000e+00 1.867466031559520401e-01
1.191000000000000045e-02 -3.000000000000000000e+00 1.867784603767360940e-01
1.195000000000000055e-02 -3.000000000000000000e+00 1.868093220732422732e-01
1.199000000000000066e-02 -3.000000000000000000e+00 1.868421748619433220e-01
1.201999999999999943e-02 -3.000000000000000000e+00 1.868730365866330956e-01
1.205999999999999954e-02 -3.000000000000000000e+00 1.869048938651481084e-01
1.209999999999999964e-02 -3.000000000000000000e+00 1.869367511582095409e-01
1.213000000000000016e-02 -3.000000000000000000e+00 1.869676129247344609e-01
1.217000000000000026e-02 -3.000000000000000000e+00 1.869984747049108775e-01
1.221000000000000037e-02 -3.000000000000000000e+00 1.870293364987387630e-01
1.223999999999999914e-02 -3.000000000000000000e+00 1.870611938486221593e-01
1.227999999999999925e-02 -3.000000000000000000e+00 1.870920556701933524e-01
1.231999999999999935e-02 -3.000000000000000000e+00 1.871229175054161531e-01
1.234999999999999987e-02 -3.000000000000000000e+00 1.871527838105652986e-01
1.238999999999999997e-02 -3.000000000000000000e+00 1.871836456726507503e-01
1.242000000000000048e-02 -3.000000000000000000e+00 1.872135120037960454e-01
1.246000000000000059e-02 -3.000000000000000000e+00 1.872443738927442591e-01
1.250000000000000069e-02 -3.000000000000000000e+00 1.872742402498857595e-01
1.252999999999999947e-02 -3.000000000000000000e+00 1.873041066198122828e-01
1.256999999999999958e-02 -3.000000000000000000e+00 1.873339730025238570e-01
1.260999999999999968e-02 -3.000000000000000000e+00 1.873638393980204819e-01
1.264000000000000019e-02 -3.000000000000000000e+00 1.873937058063021854e-01
1.268000000000000030e-02 -3.000000000000000000e+00 1.874235722273688565e-01
1.272000000000000040e-02 -3.000000000000000000e+00 1.874534386612206616e-01
1.274999999999999918e-02 -3.000000000000000000e+00 1.874823095594303213e-01
1.278999999999999929e-02 -3.000000000000000000e+00 1.875121760184261244e-01
1.282999999999999939e-02 -3.000000000000000000e+00 1.875410469409417025e-01
1.285999999999999990e-02 -3.000000000000000000e+00 1.875699178754041963e-01
1.290000000000000001e-02 -3.000000000000000000e+00 1.875987888218136890e-01
1.294000000000000011e-02 -3.000000000000000000e+00 1.876276597801701806e-01
1.297000000000000063e-02 -3.000000000000000000e+00 1.876565307504736435e-01
1.301000000000000073e-02 -3.000000000000000000e+00 1.876854017327241331e-01
1.305000000000000084e-02 -3.000000000000000000e+00 1.877142727269215938e-01
1.307999999999999961e-02 -3.000000000000000000e+00 1.877431437330660535e-01
1.311999999999999972e-02 -3.000000000000000000e+00 1.877710191986106947e-01
1.315999999999999982e-02 -3.000000000000000000e+00 1.877998902282372595e-01
1.319000000000000034e-02 -3.000000000000000000e+00 1.878277657164542369e-01
1.323000000000000044e-02 -3.000000000000000000e+00 1.878556412158085831e-01
1.327000000000000055e-02 -3.000000000000000000e+00 1.878845122804523593e-01
1.329999999999999932e-02 -3.000000000000000000e+00 1.879123878024790695e-01
1.333999999999999943e-02 -3.000000000000000000e+00 1.879402633356431207e-01
1.336999999999999994e-02 -3.000000000000000000e+00 1.879671433245991286e-01
1.341000000000000004e-02 -3.000000000000000000e+00 1.879950188796401245e-01
1.345000000000000015e-02 -3.000000000000000000e+00 1.880228944458184615e-01
1.348000000000000066e-02 -3.000000000000000000e+00 1.880507700231341672e-01
1.352000000000000077e-02 -3.000000000000000000e+00 1.880776500546650076e-01
1.355999999999999914e-02 -3.000000000000000000e+00 1.881055256538576859e-01
1.358999999999999965e-02 -3.000000000000000000e+00 1.881324057064841793e-01
1.362999999999999975e-02 -3.000000000000000000e+00 1.881592857694666943e-01
1.366999999999999986e-02 -3.000000000000000000e+00 1.881861658428053141e-01
1.370000000000000037e-02 -3.000000000000000000e+00 1.882140414853542554e-01
1.374000000000000048e-02 -3.000000000000000000e+00 1.882409215797886115e-01
1.378000000000000058e-02 -3.000000000000000000e+00 1.882668061249577196e-01
1.380999999999999936e-02 -3.000000000000000000e+00 1.882936862397207034e-01
1.384999999999999946e-02 -3.000000000000000000e+00 1.883205663648397366e-01
1.388999999999999957e-02 -3.000000000000000000e+00 1.883474465003149023e-01
1.392000000000000008e-02 -3.000000000000000000e+00 1.883743266461462007e-01
1.396000000000000019e-02 -3.000000000000000000e+00 1.884002112408086627e-01
1.400000000000000029e-02 -3.000000000000000000e+00 1.884270914069686165e-01
1.403000000000000080e-02 -3.000000000000000000e+00 1.884529760212068361e-01
1.406999999999999917e-02 -3.000000000000000000e+00 1.884788606450482906e-01
1.410999999999999928e-02 -3.000000000000000000e+00 1.885047452784930078e-01
1.413999999999999979e-02 -3.000000000000000000e+00 1.885306299215408765e-01
1.417999999999999990e-02 -3.000000000000000000e+00 1.885565145741920356e-01
1.422000000000000000e-02 -3.000000000000000000e+00 1.885823992364464574e-01
1.425000000000000051e-02 -3.000000000000000000e+00 1.886082839083041141e-01
1.429000000000000062e-02 -3.000000000000000000e+00 1.886341685897650056e-01
1.431999999999999940e-02 -3.000000000000000000e+00 1.886600532808291597e-01
1.435999999999999950e-02 -3.000000000000000000e+00 1.886849424159087185e-01
1.439999999999999961e-02 -3.000000000000000000e+00 1.887108271258100267e-01
1.443000000000000012e-02 -3.000000000000000000e+00 1.887357162790022636e-01
1.447000000000000022e-02 -3.000000000000000000e+00 1.887616010077407813e-01
1.451000000000000033e-02 -3.000000000000000000e+00 1.887864901790457239e-01
1.454000000000000084e-02 -3.000000000000000000e+00 1.888113793592294254e-01
1.457999999999999921e-02 -3.000000000000000000e+00 1.888372641160390997e-01
1.461999999999999932e-02 -3.000000000000000000e+00 1.888621533143355624e-01
1.464999999999999983e-02 -3.000000000000000000e+00 1.888870425215108118e-01
1.468999999999999993e-02 -3.000000000000000000e+00 1.889119317375648477e-01
1.473000000000000004e-02 -3.000000000000000000e+00 1.889368209624976702e-01
1.476000000000000055e-02 -3.000000000000000000e+00 1.889607146267864302e-01
1.480000000000000066e-02 -3.000000000000000000e+00 1.889856038691217210e-01
1.484000000000000076e-02 -3.000000000000000000e+00 1.890094975501168117e-01
1.486999999999999954e-02 -3.000000000000000000e+00 1.890343868098545987e-01
1.490999999999999964e-02 -3.000000000000000000e+00 1.890592760784712278e-01
1.494999999999999975e-02 -3.000000000000000000e+00 1.890831697846964143e-01
1.498000000000000026e-02 -3.000000000000000000e+00 1.891080590707155673e-01
1.502000000000000036e-02 -3.000000000000000000e+00 1.891319527936471956e-01
1.506000000000000047e-02 -3.000000000000000000e+00 1.891558465247615284e-01
1.508999999999999925e-02 -3.000000000000000000e+00 1.891807358367069147e-01
1.512999999999999935e-02 -3.000000000000000000e+00 1.892046295845277171e-01
1.516999999999999946e-02 -3.000000000000000000e+00 1.892285233405312517e-01
1.519999999999999997e-02 -3.000000000000000000e+00 1.892524171047175741e-01
1.524000000000000007e-02 -3.000000000000000000e+00 1.892763108770866565e-01
1.527000000000000059e-02 -3.000000000000000000e+00 1.893002046576385267e-01
1.531000000000000069e-02 -3.000000000000000000e+00 1.893231028716791942e-01
1.535000000000000080e-02 -3.000000000000000000e+00 1.893469966682556349e-01
1.537999999999999957e-02 -3.000000000000000000e+00 1.893708904730148912e-01
1.541999999999999968e-02 -3.000000000000000000e+00 1.893937887102542794e-01
1.545999999999999978e-02 -3.000000000000000000e+00 1.894176825310381618e-01
1.549000000000000030e-02 -3.000000000000000000e+00 1.894405807836345157e-01
1.553000000000000040e-02 -3.000000000000000000e+00 1.894634790437459970e-01
1.557000000000000051e-02 -3.000000000000000000e+00 1.894873728883963715e-01
1.559999999999999928e-02 -3.000000000000000000e+00 1.895102711638647908e-01
1.564000000000000112e-02 -3.000000000000000000e+00 1.895331694468483097e-01
1.567999999999999949e-02 -3.000000000000000000e+00 1.895570633153652318e-01
1.570999999999999827e-02 -3.000000000000000000e+00 1.895799616137057719e-01
1.575000000000000011e-02 -3.000000000000000000e+00 1.896028599195614395e-01
1.578999999999999848e-02 -3.000000000000000000e+00 1.896257582329322344e-01
1.582000000000000073e-02 -3.000000000000000000e+00 1.896476609744929265e-01
1.585999999999999910e-02 -3.000000000000000000e+00 1.896705593025672654e-01
1.590000000000000094e-02 -3.000000000000000000e+00 1.896934576381567317e-01
1.592999999999999972e-02 -3.000000000000000000e+00 1.897163559812613254e-01
1.597000000000000156e-02 -3.000000000000000000e+00 1.897382587512631280e-01
1.600999999999999993e-02 -3.000000000000000000e+00 1.897611571090712934e-01
1.603999999999999870e-02 -3.000000000000000000e+00 1.897840554743946417e-01
1.608000000000000054e-02 -3.000000000000000000e+00 1.898059582656490829e-01
1.611999999999999891e-02 -3.000000000000000000e+00 1.898278610637794406e-01
1.615000000000000116e-02 -3.000000000000000000e+00 1.898497638687856592e-01
1.618999999999999953e-02 -3.000000000000000000e+00 1.898726622631894123e-01
1.623000000000000137e-02 -3.000000000000000000e+00 1.898945650822599640e-01
1.626000000000000015e-02 -3.000000000000000000e+00 1.899164679082064044e-01
1.629999999999999852e-02 -3.000000000000000000e+00 1.899393663245022013e-01
1.633000000000000076e-02 -3.000000000000000000e+00 1.899602735807269516e-01
1.636999999999999914e-02 -3.000000000000000000e+00 1.899821764273010860e-01
1.641000000000000097e-02 -3.000000000000000000e+00 1.900040792807511092e-01
1.643999999999999975e-02 -3.000000000000000000e+00 1.900259821410770489e-01
1.648000000000000159e-02 -3.000000000000000000e+00 1.900478850082789051e-01
1.651999999999999996e-02 -3.000000000000000000e+00 1.900697878823566778e-01
1.654999999999999874e-02 -3.000000000000000000e+00 1.900916907633103392e-01
1.659000000000000058e-02 -3.000000000000000000e+00 1.901125980651803271e-01
1.662999999999999895e-02 -3.000000000000000000e+00 1.901345009595733215e-01
1.666000000000000120e-02 -3.000000000000000000e+00 1.901554082742717977e-01
1.669999999999999957e-02 -3.000000000000000000e+00 1.901773111821040974e-01
1.674000000000000141e-02 -3.000000000000000000e+00 1.901982185096309230e-01
1.677000000000000018e-02 -3.000000000000000000e+00 1.902201214309025556e-01
1.680999999999999855e-02 -3.000000000000000000e+00 1.902410287712578696e-01
1.685000000000000039e-02 -3.000000000000000000e+00 1.902619361178782831e-01
1.687999999999999917e-02 -3.000000000000000000e+00 1.902838390591526652e-01
1.692000000000000101e-02 -3.000000000000000000e+00 1.903047464186015392e-01
1.695999999999999938e-02 -3.000000000000000000e+00 1.903256537843154850e-01
1.699000000000000163e-02 -3.000000000000000000e+00 1.903465611562945026e-01
1.703000000000000000e-02 -3.000000000000000000e+00 1.903674685345386197e-01
1.706999999999999837e-02 -3.000000000000000000e+00 1.903883759190477809e-01
1.710000000000000062e-02 -3.000000000000000000e+00 1.904092833098220139e-01
1.713999999999999899e-02 -3.000000000000000000e+00 1.904301907068614019e-01
1.718000000000000083e-02 -3.000000000000000000e+00 1.904510981101658063e-01
1.720999999999999960e-02 -3.000000000000000000e+00 1.904710099286613945e-01
1.725000000000000144e-02 -3.000000000000000000e+00 1.904919173441976532e-01
1.728000000000000022e-02 -3.000000000000000000e+00 1.905128247659990948e-01
1.731999999999999859e-02 -3.000000000000000000e+00 1.905327366021107860e-01
1.736000000000000043e-02 -3.000000000000000000e+00 1.905536440361440265e-01
1.738999999999999921e-02 -3.000000000000000000e+00 1.905745514764423942e-01
1.743000000000000105e-02 -3.000000000000000000e+00 1.905944633301703273e-01
1.746999999999999942e-02 -3.000000000000000000e+00 1.906143751895808258e-01
1.750000000000000167e-02 -3.000000000000000000e+00 1.906342870546739732e-01
1.754000000000000004e-02 -3.000000000000000000e+00 1.906551945191377606e-01
1.757999999999999841e-02 -3.000000000000000000e+00 1.906751063958803949e-01
1.761000000000000065e-02 -3.000000000000000000e+00 1.906960138725760645e-01
1.764999999999999902e-02 -3.000000000000000000e+00 1.907159257609681302e-01
1.769000000000000086e-02 -3.000000000000000000e+00 1.907358376550428725e-01
1.771999999999999964e-02 -3.000000000000000000e+00 1.907557495548001802e-01
1.776000000000000148e-02 -3.000000000000000000e+00 1.907756614602402201e-01
1.779999999999999985e-02 -3.000000000000000000e+00 1.907955733713628532e-01
1.782999999999999863e-02 -3.000000000000000000e+00 1.908154852881682462e-01
1.787000000000000047e-02 -3.000000000000000000e+00 1.908353972106562324e-01
1.790999999999999884e-02 -3.000000000000000000e+00 1.908543135422834380e-01
1.794000000000000108e-02 -3.000000000000000000e+00 1.908742254758526991e-01
1.797999999999999945e-02 -3.000000000000000000e+00 1.908941374151045534e-01
1.802000000000000129e-02 -3.000000000000000000e+00 1.909140493600391120e-01
1.805000000000000007e-02 -3.000000000000000000e+00 1.909339613106564026e-01
1.808999999999999844e-02 -3.000000000000000000e+00 1.909528776690063989e-01
1.813000000000000028e-02 -3.000000000000000000e+00 1.909727896307048811e-01
1.815999999999999906e-02 -3.000000000000000000e+00 1.909917059995820399e-01
1.820000000000000090e-02 -3.000000000000000000e+00 1.910116179723617968e-01
1.822999999999999968e-02 -3.000000000000000000e+00 1.910305343517660903e-01
1.827000000000000152e-02 -3.000000000000000000e+00 1.910504463356270943e-01
1.830999999999999989e-02 -3.000000000000000000e+00 1.910693627255585780e-01
1.833999999999999866e-02 -3.000000000000000000e+00 1.910882791206187925e-01
1.838000000000000050e-02 -3.000000000000000000e+00 1.911081911209595863e-01
1.841999999999999887e-02 -3.000000000000000000e+00 1.911271075265469077e-01
1.845000000000000112e-02 -3.000000000000000000e+00 1.911460239372629599e-01
1.848999999999999949e-02 -3.000000000000000000e+00 1.911649403531076596e-01
1.853000000000000133e-02 -3.000000000000000000e+00 1.911838567740808958e-01
1.856000000000000011e-02 -3.000000000000000000e+00 1.912027732001829183e-01
1.859999999999999848e-02 -3.000000000000000000e+00 1.912216896314135051e-01
1.864000000000000032e-02 -3.000000000000000000e+00 1.912406060677727393e-01
1.866999999999999910e-02 -3.000000000000000000e+00 1.912595225092606765e-01
1.871000000000000094e-02 -3.000000000000000000e+00 1.912784389558772613e-01
1.874999999999999931e-02 -3.000000000000000000e+00 1.912973554076224381e-01
1.878000000000000155e-02 -3.000000000000000000e+00 1.913152762613751501e-01
1.881999999999999992e-02 -3.000000000000000000e+00 1.913341927231077266e-01
1.885999999999999829e-02 -3.000000000000000000e+00 1.913531091899690340e-01
1.889000000000000054e-02 -3.000000000000000000e+00 1.913720256619589888e-01
1.892999999999999891e-02 -3.000000000000000000e+00 1.913899465348908868e-01
1.897000000000000075e-02 -3.000000000000000000e+00 1.914088630168682137e-01
1.899999999999999953e-02 -3.000000000000000000e+00 1.914267838992619042e-01
1.904000000000000137e-02 -3.000000000000000000e+00 1.914457003912266864e-01
1.907999999999999974e-02 -3.000000000000000000e+00 1.914646168883201161e-01
1.910999999999999852e-02 -3.000000000000000000e+00 1.914825377850342958e-01
1.915000000000000036e-02 -3.000000000000000000e+00 1.915004586863514602e-01
1.917999999999999913e-02 -3.000000000000000000e+00 1.915193751982911252e-01
1.922000000000000097e-02 -3.000000000000000000e+00 1.915372961090701098e-01
1.925999999999999934e-02 -3.000000000000000000e+00 1.915552170244521346e-01
1.929000000000000159e-02 -3.000000000000000000e+00 1.915731379444371163e-01
1.932999999999999996e-02 -3.000000000000000000e+00 1.915920544760817412e-01
1.936999999999999833e-02 -3.000000000000000000e+00 1.916099754055285709e-01
1.940000000000000058e-02 -3.000000000000000000e+00 1.916278963395784407e-01
1.943999999999999895e-02 -3.000000000000000000e+00 1.916458172782313785e-01
1.948000000000000079e-02 -3.000000000000000000e+00 1.916637382214873009e-01
1.950999999999999956e-02 -3.000000000000000000e+00 1.916816591693463467e-01
1.955000000000000140e-02 -3.000000000000000000e+00 1.916995801218083773e-01
1.958999999999999977e-02 -3.000000000000000000e+00 1.917175010788735035e-01
1.961999999999999855e-02 -3.000000000000000000e+00 1.917354220405416421e-01
1.966000000000000039e-02 -3.000000000000000000e+00 1.917533430068128486e-01
1.969999999999999876e-02 -3.000000000000000000e+00 1.917702683680733156e-01
1.973000000000000101e-02 -3.000000000000000000e+00 1.917881893432948903e-01
1.976999999999999938e-02 -3.000000000000000000e+00 1.918061103231195330e-01
1.981000000000000122e-02 -3.000000000000000000e+00 1.918240313075472436e-01
1.984000000000000000e-02 -3.000000000000000000e+00 1.918409566859555770e-01
1.987999999999999837e-02 -3.000000000000000000e+00 1.918588776793336836e-01
