# standard BBN prediction for primordial Helium mass fraction $Y_p$ as
# function of the baryon density $\omega_b h^2$ and number of extra
# radiation degrees of freedom $\Delta N = N_eff-3.046$. Impact of
# chemical potential of electron neutrinos neglected in this version.
#
# Calculated with PArthENoPE v1.2 for a neutron lifetime of 880.2 s,
# identical to standard assumptions of Planck 2017 papers.
#
# Format:
# First line must contain (num_ombh2,num_DeltaN), other lines must
# contain (ombh2,DeltaN,YHe) blank lines and lines starting with #
# neglected

48 11
0.02096 0.0 0.24478
0.02121 0.0 0.24488
0.02146 0.0 0.24498
0.02171 0.0 0.24509
0.02196 0.0 0.24522
0.02221 0.0 0.24533
0.02246 0.0 0.24543
0.02271 0.0 0.24552
0.02296 0.0 0.24563
0.02321 0.0 0.24575
0.02346 0.0 0.24585
0.02371 0.0 0.24595
0.02396 0.0 0.24603
0.02496 0.0 0.24642
0.02595 0.0 0.24679
0.02695 0.0 0.24714
0.02795 0.0 0.2475
0.02895 0.0 0.24781
0.02995 0.0 0.24812
0.03094 0.0 0.24843
0.03194 0.0 0.2487
0.03294 0.0 0.24898
0.03394 0.0 0.24926
0.03494 0.0 0.24952
0.03594 0.0 0.24977
0.03693 0.0 0.25003
0.03793 0.0 0.25027
0.03893 0.0 0.25051
0.03993 0.0 0.25071
0.00499 1.0 0.23893
0.00599 1.0 0.24216
0.00699 1.0 0.24457
0.00799 1.0 0.24646
0.00898 1.0 0.24801
0.00998 1.0 0.24932
0.01098 1.0 0.25046
0.01198 1.0 0.25145
0.01298 1.0 0.25236
0.01398 1.0 0.25315
0.01497 1.0 0.25388
0.01597 1.0 0.25456
0.01697 1.0 0.25517
0.01797 1.0 0.25577
0.01897 1.0 0.25629
0.01997 1.0 0.25679
0.02021 1.0 0.25692
0.02046 1.0 0.25704
0.02071 1.0 0.25716
0.02096 1.0 0.25726
0.02121 1.0 0.25737
0.02146 1.0 0.25749
0.02171 1.0 0.25762
0.02196 1.0 0.25771
0.02221 1.0 0.25784
0.02246 1.0 0.25794
0.02271 1.0 0.25805
0.02296 1.0 0.25815
0.02321 1.0 0.25824
0.02346 1.0 0.25836
0.02371 1.0 0.25844
0.02396 1.0 0.25855
0.02496 1.0 0.25892
0.02595 1.0 0.25928
0.02695 1.0 0.25965
0.02795 1.0 0.25999
0.02895 1.0 0.26031
0.02995 1.0 0.26062
0.03094 1.0 0.26091
0.03194 1.0 0.26121
0.03294 1.0 0.26149
0.03394 1.0 0.26176
0.03494 1.0 0.26201
0.03594 1.0 0.26225
0.03693 1.0 0.26249
0.03793 1.0 0.26273
0.03893 1.0 0.26296
0.03993 1.0 0.26321
0.00499 2.0 0.2495
0.00599 2.0 0.25288
0.00699 2.0 0.25538
0.00799 2.0 0.25733
0.00898 2.0 0.25896
0.00998 2.0 0.26028
0.01098 2.0 0.26145
0.01198 2.0 0.26244
0.01298 2.0 0.26336
0.01398 2.0 0.26417
0.01497 2.0 0.26491
0.01597 2.0 0.26557
0.01697 2.0 0.26618
0.01797 2.0 0.26678
0.01897 2.0 0.26732
0.01997 2.0 0.26782
0.02021 2.0 0.26793
0.02046 2.0 0.26806
0.02071 2.0 0.26817
0.02096 2.0 0.26827
0.02121 2.0 0.26839
0.02146 2.0 0.26852
0.02171 2.0 0.26861
0.02196 2.0 0.26872
0.02221 2.0 0.26883
0.02246 2.0 0.26896
0.02271 2.0 0.26906
0.02296 2.0 0.26916
0.02321 2.0 0.26925
0.02346 2.0 0.26935
0.02371 2.0 0.26947
0.02396 2.0 0.26956
0.02496 2.0 0.26995
0.02595 2.0 0.27032
0.02695 2.0 0.27065
0.02795 2.0 0.271
0.02895 2.0 0.27131
0.02995 2.0 0.27161
0.03094 2.0 0.27191
0.03194 2.0 0.27219
0.03294 2.0 0.27249
0.03394 2.0 0.27275
0.03494 2.0 0.27301
0.03594 2.0 0.27326
0.03693 2.0 0.27351
0.03793 2.0 0.27372
0.03893 2.0 0.27397
0.03993 2.0 0.27418
0.00499 3.0 0.25893
0.00599 3.0 0.26246
0.00699 3.0 0.26505
0.00799 3.0 0.26705
0.00898 3.0 0.2687
0.00998 3.0 0.27007
0.01098 3.0 0.27122
0.01198 3.0 0.27227
0.01298 3.0 0.27318
0.01398 3.0 0.27398
0.01497 3.0 0.27471
0.01597 3.0 0.27541
0.01697 3.0 0.27604
0.01797 3.0 0.2766
0.01897 3.0 0.27716
0.01997 3.0 0.27765
0.02021 3.0 0.27776
0.02046 3.0 0.2779
0.02071 3.0 0.27801
0.02096 3.0 0.27813
0.02121 3.0 0.27824
0.02146 3.0 0.27836
0.02171 3.0 0.27845
0.02196 3.0 0.27857
0.02221 3.0 0.27868
0.02246 3.0 0.27877
0.02271 3.0 0.27888
0.02296 3.0 0.27898
0.02321 3.0 0.27908
0.02346 3.0 0.2792
0.02371 3.0 0.27929
0.02396 3.0 0.2794
0.02496 3.0 0.27978
0.02595 3.0 0.28014
0.02695 3.0 0.28049
0.02795 3.0 0.2808
0.02895 3.0 0.28114
0.02995 3.0 0.28145
0.03094 3.0 0.28172
0.03194 3.0 0.28203
0.03294 3.0 0.2823
0.03394 3.0 0.28255
0.03494 3.0 0.28282
0.03594 3.0 0.28305
0.03693 3.0 0.28332
0.03793 3.0 0.28353
0.03893 3.0 0.28377
0.03993 3.0 0.28399
0.00499 4.0 0.2674
0.00599 4.0 0.27107
0.00699 4.0 0.27376
0.00799 4.0 0.27583
0.00898 4.0 0.2775
0.00998 4.0 0.2789
0.01098 4.0 0.28007
0.01198 4.0 0.2811
0.01298 4.0 0.28202
0.01398 4.0 0.28285
0.01497 4.0 0.2836
0.01597 4.0 0.28427
0.01697 4.0 0.28489
0.01797 4.0 0.28547
0.01897 4.0 0.28602
0.01997 4.0 0.28654
0.02021 4.0 0.28664
0.02046 4.0 0.28676
0.02071 4.0 0.28687
0.02096 4.0 0.287
0.02121 4.0 0.2871
0.02146 4.0 0.28723
0.02171 4.0 0.28732
0.02196 4.0 0.28744
0.02221 4.0 0.28755
0.02246 4.0 0.28765
0.02271 4.0 0.28777
0.02296 4.0 0.28785
0.02321 4.0 0.28797
0.02346 4.0 0.28806
0.02371 4.0 0.28817
0.02396 4.0 0.28827
0.02496 4.0 0.28863
0.02595 4.0 0.289
0.02695 4.0 0.28936
0.02795 4.0 0.28967
0.02895 4.0 0.28999
0.02995 4.0 0.2903
0.03094 4.0 0.2906
0.03194 4.0 0.29088
0.03294 4.0 0.29113
0.03394 4.0 0.29142
0.03494 4.0 0.29167
0.03594 4.0 0.2919
0.03693 4.0 0.29216
0.03793 4.0 0.29237
0.03893 4.0 0.29259
0.03993 4.0 0.29281
0.00499 5.0 0.27505
0.00599 5.0 0.27891
0.00699 5.0 0.28166
0.00799 5.0 0.28378
0.00898 5.0 0.2855
0.00998 5.0 0.2869
0.01098 5.0 0.28814
0.01198 5.0 0.28917
0.01298 5.0 0.29011
0.01398 5.0 0.29092
0.01497 5.0 0.29169
0.01597 5.0 0.29235
0.01697 5.0 0.293
0.01797 5.0 0.29356
0.01897 5.0 0.29411
0.01997 5.0 0.29461
0.02021 5.0 0.29472
0.02046 5.0 0.29484
0.02071 5.0 0.29497
0.02096 5.0 0.29507
0.02121 5.0 0.29519
0.02146 5.0 0.29532
0.02171 5.0 0.29543
0.02196 5.0 0.29552
0.02221 5.0 0.29564
0.02246 5.0 0.29573
0.02271 5.0 0.29585
0.02296 5.0 0.29594
0.02321 5.0 0.29605
0.02346 5.0 0.29616
0.02371 5.0 0.29624
0.02396 5.0 0.29635
0.02496 5.0 0.29671
0.02595 5.0 0.29708
0.02695 5.0 0.29743
0.02795 5.0 0.29774
0.02895 5.0 0.29807
0.02995 5.0 0.29836
0.03094 5.0 0.29865
0.03194 5.0 0.29893
0.03294 5.0 0.2992
0.03394 5.0 0.29946
0.03494 5.0 0.29974
0.03594 5.0 0.29996
0.03693 5.0 0.30022
0.03793 5.0 0.30042
0.03893 5.0 0.30064
0.03993 5.0 0.30087
0.00499 6.0 0.28209
0.00599 6.0 0.28606
0.00699 6.0 0.28893
0.00799 6.0 0.2911
0.00898 6.0 0.29285
0.00998 6.0 0.29427
0.01098 6.0 0.2955
0.01198 6.0 0.29658
0.01298 6.0 0.29749
0.01398 6.0 0.29834
0.01497 6.0 0.29908
0.01597 6.0 0.29978
0.01697 6.0 0.30041
0.01797 6.0 0.30099
0.01897 6.0 0.30153
0.01997 6.0 0.30203
0.02021 6.0 0.30213
0.02046 6.0 0.30225
0.02071 6.0 0.30237
0.02096 6.0 0.30251
0.02121 6.0 0.30262
0.02146 6.0 0.30271
0.02171 6.0 0.30284
0.02196 6.0 0.30295
0.02221 6.0 0.30305
0.02246 6.0 0.30316
0.02271 6.0 0.30325
0.02296 6.0 0.30336
0.02321 6.0 0.30347
0.02346 6.0 0.30357
0.02371 6.0 0.30365
0.02396 6.0 0.30374
0.02496 6.0 0.30411
0.02595 6.0 0.30449
0.02695 6.0 0.30483
0.02795 6.0 0.30516
0.02895 6.0 0.30546
0.02995 6.0 0.30576
0.03094 6.0 0.30606
0.03194 6.0 0.30632
0.03294 6.0 0.30659
0.03394 6.0 0.30686
0.03494 6.0 0.30712
0.03594 6.0 0.30736
0.03693 6.0 0.30759
0.03793 6.0 0.3078
0.03893 6.0 0.30802
0.03993 6.0 0.30823
0.00499 7.0 0.28851
0.00599 7.0 0.29265
0.00699 7.0 0.29559
0.00799 7.0 0.29784
0.00898 7.0 0.29963
0.00998 7.0 0.30107
0.01098 7.0 0.30231
0.01198 7.0 0.30341
0.01298 7.0 0.30432
0.01398 7.0 0.30518
0.01497 7.0 0.30592
0.01597 7.0 0.30663
0.01697 7.0 0.30726
0.01797 7.0 0.30783
0.01897 7.0 0.30835
0.01997 7.0 0.30888
0.02021 7.0 0.309
0.02046 7.0 0.30911
0.02071 7.0 0.30923
0.02096 7.0 0.30935
0.02121 7.0 0.30946
0.02146 7.0 0.30957
0.02171 7.0 0.30966
0.02196 7.0 0.30979
0.02221 7.0 0.30988
0.02246 7.0 0.30998
0.02271 7.0 0.3101
0.02296 7.0 0.31021
0.02321 7.0 0.31031
0.02346 7.0 0.31041
0.02371 7.0 0.31049
0.02396 7.0 0.31058
0.02496 7.0 0.31098
0.02595 7.0 0.31131
0.02695 7.0 0.31168
0.02795 7.0 0.31198
0.02895 7.0 0.31229
0.02995 7.0 0.31259
0.03094 7.0 0.31289
0.03194 7.0 0.31317
0.03294 7.0 0.31343
0.03394 7.0 0.31369
0.03494 7.0 0.31392
0.03594 7.0 0.31418
0.03693 7.0 0.3144
0.03793 7.0 0.31462
0.03893 7.0 0.31484
0.03993 7.0 0.31506
